team,team-id,gol-done,gol-received,win,lost,draw
Belgium,138,6,10,1,3,2
Germany,144,10,13,3,3,1
Austria,137,30,13,6,2,2
Italy,155,4,13,1,2,2
Bosnia and Herzegovina,139,1,6,0,2,0
Ireland,154,2,8,0,4,0
United Kingdom,150,12,5,3,1,1
Spain,146,2,1,1,0,1
Netherlands,164,4,4,1,1,2
Switzerland,142,10,3,3,0,1
France,149,1,10,0,4,0
Hungary,153,21,10,4,2,1
Denmark,145,7,7,2,2,0
Paraguay,26,7,8,2,2,1
Argentina,18,13,7,4,2,3
Sweden,173,38,15,7,0,2
Poland,166,6,12,2,3,0
Romania,169,2,8,0,2,0
Bulgaria,140,0,6,0,1,0
Uruguay,29,12,8,3,2,2
Egypt,90,11,8,1,2,0
Lithuania,158,2,11,1,1,0
Australia,129,9,8,3,2,1
Canada,2,8,9,2,3,1
United States of America,17,3,2,1,0,0
Norway,165,2,13,0,4,0
Finland,148,15,12,3,3,0
Turkey,73,11,9,3,2,0
Estonia,147,4,17,0,5,0
Latvia,160,3,5,1,2,0
Czech Republic,143,6,1,2,0,0
South Africa,126,3,3,1,1,0
Chile,20,1,10,0,3,0
Russia,168,3,0,1,0,0
