team,team-id,gol-done,gol-received,win,lost,draw
China,38,27,11,9,2,5
Qatar,66,10,17,3,5,3
Greece,151,11,10,4,3,2
Gabon,93,3,3,3,3,1
Senegal,116,12,3,8,1,0
Portugal,167,8,10,2,3,3
Finland,148,9,12,3,4,4
Spain,146,27,8,9,1,2
Russia,168,20,12,4,5,4
Tunisia,123,5,6,0,1,3
India,43,8,11,2,3,1
Oman,61,9,17,2,7,2
Peru,27,2,7,1,2,0
Israel,45,3,7,0,3,0
Canada,2,5,18,3,9,3
Paraguay,26,20,12,6,1,5
Egypt,90,7,8,3,3,2
United Kingdom,150,25,6,10,3,1
Guinea,95,7,10,2,4,2
Uruguay,29,9,14,1,3,6
Gambia,94,8,7,2,4,0
Mauritania,107,1,5,0,3,0
Sierra Leone,117,10,8,4,1,1
Hungary,153,9,12,3,4,1
Mali,105,1,2,0,1,1
Italy,155,17,11,6,2,2
Germany,144,31,29,12,9,6
Jamaica,10,1,4,0,1,0
Luxembourg,159,0,11,0,3,0
United States of America,17,1,1,0,0,2
Bulgaria,140,13,14,2,4,6
South Korea,52,22,20,4,7,2
Mexico,11,13,8,6,2,3
Zambia,127,17,7,5,3,2
Botswana,82,3,9,2,2,0
Indonesia,42,3,5,0,2,1
Iran,44,9,2,3,1,0
Pakistan,62,7,5,3,2,0
Poland,166,8,16,3,4,4
Saudi Arabia,67,15,13,4,5,3
Algeria,89,16,18,4,5,6
Cyprus,40,2,6,0,2,1
Morocco,100,8,9,2,4,5
Belgium,138,24,24,4,5,4
Ghana,96,15,6,6,2,2
Liberia,101,7,9,3,4,2
Burkina Faso,80,2,7,1,4,1
Togo,122,11,11,3,3,3
Niger,110,6,10,2,3,1
Mozambique,106,1,11,0,4,0
France,149,14,10,5,3,5
Ireland,154,11,17,3,5,7
Norway,165,16,11,6,2,3
Cameroon,85,19,8,7,0,3
Romania,169,19,13,5,2,3
Thailand,69,3,10,1,3,1
Denmark,145,15,14,6,4,3
Ivory Coast,84,14,9,6,4,0
Iceland,156,6,10,1,5,2
Netherlands,164,5,4,3,2,2
Brazil,22,25,9,8,2,2
Turkey,73,1,4,1,1,1
Switzerland,142,8,9,2,4,2
Djibouti,88,2,8,0,2,1
Ethiopia,92,12,4,3,0,1
Iraq,46,10,14,1,5,4
Kuwait,53,12,4,6,0,1
United Arab Emirates,32,10,7,3,2,1
Argentina,18,14,8,6,2,1
Austria,137,10,8,3,2,1
Czech Republic,143,13,3,6,1,2
Nepal,60,12,21,3,4,1
Sri Lanka,56,2,10,0,3,1
Swaziland,120,0,1,0,1,0
Bosnia and Herzegovina,139,10,8,2,2,1
North Korea,64,7,7,2,2,3
Sweden,173,12,3,4,1,3
Chile,20,1,1,0,0,1
Guyana,25,2,1,1,0,1
Japan,48,5,4,2,1,0
Panama,13,3,3,1,1,1
Dominican Republic,5,1,2,0,1,0
Bhutan,37,0,4,0,1,0
Malawi,108,2,6,1,3,2
Uganda,124,5,3,2,1,3
Malaysia,59,11,5,4,1,1
Syria,68,1,2,0,1,0
Nigeria,111,2,4,0,1,1
Republic of Congo,87,14,8,4,2,2
Australia,129,6,7,2,2,2
Fiji,130,3,6,0,2,0
New Zealand,132,8,6,2,1,1
Rwanda,112,3,3,1,1,0
Angola,78,2,2,2,2,0
Central African Republic,83,3,11,0,4,0
Kenya,98,5,7,1,2,0
Somalia,119,1,2,0,1,1
Albania,136,1,5,0,2,0
Honduras,8,1,0,1,0,0
Cuba,4,1,1,0,0,1
Bangladesh,35,0,1,0,1,0
Equatorial Guinea,103,0,3,0,2,0
Chad,121,3,7,1,2,1
