team,team-id,gol-done,gol-received,win,lost,draw
Ireland,154,14,13,3,2,5
Jamaica,10,5,1,3,0,0
Trinidad and Tobago,16,1,5,0,3,0
Spain,146,22,9,4,1,1
Netherlands,164,20,17,3,3,2
India,43,6,4,2,0,0
Guatemala,7,4,12,0,3,0
Costa Rica,3,16,7,4,1,1
Sudan,114,7,11,1,3,1
Egypt,90,11,6,3,1,0
Ethiopia,92,0,4,0,1,0
Malaysia,59,14,13,2,2,1
Austria,137,22,13,5,1,3
Ecuador,24,7,23,0,5,1
Uruguay,29,20,19,6,3,3
Syria,68,1,2,0,1,1
Germany,144,16,18,6,4,0
Luxembourg,159,3,15,0,4,0
Peru,27,14,15,4,4,1
Switzerland,142,6,15,0,4,1
Argentina,18,42,13,10,3,2
Colombia,21,14,35,2,8,1
Brazil,22,34,15,8,4,2
Chile,20,13,28,3,7,2
Belgium,138,18,17,3,2,3
United Kingdom,150,22,7,5,1,1
Mexico,11,21,3,5,0,1
United States of America,17,5,21,0,4,0
Italy,155,7,11,2,2,1
Portugal,167,4,11,1,4,0
Czech Republic,143,14,6,5,1,1
Sweden,173,17,7,4,2,2
Greece,151,2,9,0,3,1
Bosnia and Herzegovina,139,16,7,3,1,3
Indonesia,42,13,7,3,2,1
China,38,12,10,3,2,1
Denmark,145,17,18,3,5,2
Poland,166,10,9,3,3,1
Turkey,73,2,1,1,0,1
Norway,165,17,25,4,5,2
Bulgaria,140,15,15,2,3,3
Romania,169,7,6,2,2,2
Russia,168,25,5,6,1,1
France,149,15,9,2,2,2
Iceland,156,8,35,0,6,0
Tunisia,123,4,2,1,0,0
Libya,97,2,4,0,1,0
Paraguay,26,22,13,5,3,1
Bolivia,19,14,15,4,3,1
Hungary,153,15,7,4,3,1
Finland,148,6,36,1,8,0
Canada,2,8,8,2,2,0
Haiti,9,9,2,2,0,0
Cuba,4,1,11,0,4,0
Panama,13,3,5,1,1,1
Honduras,8,3,1,1,0,1
Sierra Leone,117,2,3,0,1,0
Ghana,96,6,5,1,0,1
Malawi,108,0,5,0,1,0
Zambia,127,5,0,1,0,0
Cambodia,51,4,15,0,4,1
Thailand,69,5,15,1,3,0
Uganda,124,6,3,2,0,0
Kenya,98,6,3,1,1,0
Vanuatu,135,1,2,0,1,0
Albania,136,2,3,0,1,0
New Caledonia,131,6,5,2,1,0
Madagascar,104,0,5,0,2,0
Nigeria,111,3,3,0,0,1
