team,team-id,gol-done,gol-received,win,lost,draw
Poland,166,25,11,5,1,3
Portugal,167,12,8,7,3,0
Republic of Serbia,170,12,13,3,5,0
Romania,169,7,3,2,0,5
Malawi,108,15,18,5,6,4
Rwanda,112,13,13,5,7,3
Philippines,63,8,11,3,4,1
Jamaica,10,11,12,5,5,1
New Zealand,132,2,2,1,1,1
Niger,110,12,9,5,3,3
Costa Rica,3,8,12,1,5,4
Peru,27,12,15,4,6,1
Mexico,11,32,21,7,3,7
Namibia,109,17,15,6,6,4
Vietnam,75,2,6,0,2,2
Zimbabwe,128,12,7,5,1,1
Madagascar,104,19,16,5,3,4
Lebanon,55,16,9,4,3,4
Laos,54,7,36,1,8,2
El Salvador,15,4,5,2,2,3
Ecuador,24,20,9,7,2,1
Chad,121,6,15,3,5,0
Paraguay,26,13,19,3,4,5
Kenya,98,13,11,4,3,5
Ethiopia,92,24,19,6,6,5
South Sudan,115,6,9,3,3,3
Kyrgyzstan,50,9,8,3,2,2
Belize,0,2,1,1,0,0
Turkmenistan,71,9,15,3,4,1
Bolivia,19,9,16,2,4,2
Libya,97,7,13,3,5,0
Djibouti,88,3,29,0,8,0
Central African Republic,83,4,9,1,2,1
Argentina,18,14,8,4,1,6
Benin,81,4,6,1,2,1
Sudan,114,8,15,2,6,4
Sierra Leone,117,3,5,1,3,1
Liberia,101,7,11,2,4,1
Puerto Rico,14,0,2,0,1,0
Greenland,6,8,4,3,0,1
Falkland Islands,23,3,11,1,3,0
Fiji,130,13,3,2,1,1
Somalia,119,0,15,0,5,0
Eritrea,91,1,5,0,2,0
Kosovo,157,4,2,1,0,1
Vanuatu,135,3,2,1,0,1
