team,team-id,gol-done,gol-received,win,lost,draw
Republic of Congo,87,0,1,0,1,0
Egypt,90,2,0,1,0,0
Greece,151,0,2,0,1,0
Bolivia,19,2,13,1,2,0
Chile,20,13,14,3,4,0
Croatia,152,4,1,1,0,0
Republic of Serbia,170,1,4,0,1,0
Italy,155,7,5,2,2,0
Belgium,138,23,14,4,2,1
Ireland,154,5,17,0,3,2
Austria,137,25,13,5,1,1
Switzerland,142,19,24,3,4,2
Guyana,25,5,14,2,5,0
Trinidad and Tobago,16,22,7,7,1,1
Argentina,18,6,2,1,0,1
Paraguay,26,10,17,1,3,3
Spain,146,17,15,4,2,2
Portugal,167,8,14,0,2,2
Uruguay,29,29,17,5,3,1
United Kingdom,150,22,11,6,2,1
Netherlands,164,11,29,0,6,0
South Korea,52,3,1,1,0,0
Taiwan,74,1,3,0,1,0
Hungary,153,30,11,4,1,1
Czech Republic,143,7,8,2,1,1
Albania,136,2,19,1,2,1
Poland,166,7,12,1,2,2
Brazil,22,33,15,6,2,2
Romania,169,10,4,1,0,2
France,149,9,10,1,2,1
Ghana,96,1,0,1,0,0
Nigeria,111,0,1,0,1,0
Turkey,73,10,8,2,1,0
Iran,44,5,6,1,1,0
Bosnia and Herzegovina,139,32,18,7,3,1
Denmark,145,10,23,2,5,0
Bulgaria,140,3,6,0,3,1
Sweden,173,26,23,6,4,1
Finland,148,9,10,2,3,0
Zimbabwe,128,3,12,0,3,0
Australia,129,16,7,4,2,0
Norway,165,13,17,2,3,2
Mexico,11,2,10,0,3,0
South Africa,126,6,7,2,2,0
United States of America,17,4,8,1,2,0
Madagascar,104,3,8,0,2,0
Zambia,127,3,2,1,0,0
Luxembourg,159,2,2,0,0,1
Suriname,28,11,13,3,3,1
El Salvador,15,4,1,2,0,0
Guatemala,7,1,4,0,2,0
Kenya,98,5,4,1,1,1
Uganda,124,1,3,0,1,0
Jamaica,10,2,1,1,0,0
Haiti,9,1,2,0,1,0
Afghanistan,31,0,4,0,1,0
Israel,45,7,4,1,1,0
Germany,144,1,0,1,0,0
