team,team-id,gol-done,gol-received,win,lost,draw
Togo,122,9,19,0,8,2
Burkina Faso,80,24,22,6,4,4
Gabon,93,25,21,9,5,4
Mali,105,12,10,3,2,4
Senegal,116,23,9,7,1,5
Guinea,95,3,5,1,3,1
Israel,45,31,17,7,6,0
Estonia,147,21,30,4,5,7
France,149,18,7,8,1,2
Morocco,100,9,10,4,2,2
Norway,165,27,7,10,1,2
Eritrea,91,3,17,1,5,1
Cameroon,85,8,1,3,0,1
South Africa,126,16,12,5,3,6
Nigeria,111,6,3,3,1,2
Burundi,79,6,8,2,4,2
Zimbabwe,128,14,6,5,1,3
Malawi,108,6,15,0,6,3
Angola,78,12,11,4,2,3
Bolivia,19,9,14,1,6,9
United States of America,17,19,11,7,4,2
Republic of Congo,87,23,22,10,7,4
Kenya,98,10,11,2,5,4
Ghana,96,11,5,4,1,2
Mozambique,106,3,14,0,6,1
Ivory Coast,84,9,7,3,3,2
Namibia,109,7,16,0,5,7
Liberia,101,6,6,2,2,1
Uganda,124,5,9,3,6,1
Madagascar,104,5,6,1,2,1
Zambia,127,12,15,6,4,4
Bosnia and Herzegovina,139,11,12,2,4,3
Costa Rica,3,33,13,6,4,3
Ecuador,24,14,16,3,5,5
Vietnam,75,1,0,1,0,0
Ethiopia,92,4,2,1,0,2
Cyprus,40,13,22,3,5,1
Belgium,138,20,19,4,7,3
Greece,151,29,14,11,3,4
Finland,148,15,18,2,5,3
Poland,166,12,14,5,5,3
Guyana,25,4,9,0,3,1
Venezuela,30,10,26,2,7,3
Argentina,18,20,15,7,4,3
Slovenia,172,19,15,6,3,3
Switzerland,142,15,11,6,3,2
Germany,144,23,15,7,4,2
Lesotho,99,3,10,1,4,0
Oman,61,10,17,2,4,2
Czech Republic,143,24,6,9,1,1
Colombia,21,23,21,4,5,5
Belarus,141,4,12,0,6,3
Albania,136,8,11,2,4,2
Macedonia,161,5,12,0,4,2
Croatia,152,14,18,3,4,6
Denmark,145,19,6,7,1,3
United Kingdom,150,15,7,4,2,4
Ireland,154,15,23,6,7,5
Paraguay,26,23,16,9,4,4
Italy,155,10,8,2,2,5
Jamaica,10,27,42,6,10,4
Republic of Serbia,170,17,8,4,1,2
Mexico,11,37,26,11,6,7
Peru,27,19,17,5,3,5
Portugal,167,29,1,6,0,2
Netherlands,164,13,16,0,2,7
Tunisia,123,9,4,5,2,1
Sweden,173,10,4,7,2,2
Kuwait,53,1,2,0,1,0
Iran,44,7,5,2,0,4
Bulgaria,140,11,11,4,5,2
Egypt,90,16,21,4,4,6
Guatemala,7,18,26,5,9,4
Chile,20,15,11,4,4,3
Botswana,82,2,4,0,2,0
Suriname,28,3,2,1,0,2
Thailand,69,5,6,1,1,2
North Korea,64,2,2,0,0,1
The Bahamas,1,4,21,1,4,1
Latvia,160,9,15,1,4,4
Algeria,89,7,4,2,1,1
Slovakia,171,10,14,6,5,2
Armenia,33,5,15,1,7,1
Romania,169,21,6,7,1,3
Azerbaijan,34,7,23,1,6,1
Hungary,153,11,9,2,3,5
Luxembourg,159,3,19,0,7,0
Iceland,156,15,8,6,3,1
Moldova,163,5,12,1,3,4
Austria,137,15,20,3,3,1
Dominican Republic,5,2,4,1,1,1
Belize,0,1,12,0,2,0
Nicaragua,12,0,2,0,2,0
Haiti,9,22,16,6,4,1
Puerto Rico,14,0,9,0,3,0
El Salvador,15,9,24,2,8,2
Honduras,8,24,9,7,1,2
Georgia,41,7,15,0,6,2
Ukraine,174,11,6,3,1,7
Russia,168,21,6,7,0,2
Lithuania,158,6,17,2,6,2
Spain,146,43,5,8,1,1
Turkey,73,11,4,3,0,4
South Korea,52,4,4,1,1,3
Brazil,22,55,18,16,3,3
Trinidad and Tobago,16,31,12,8,1,1
Japan,48,4,11,0,3,4
Swaziland,120,15,6,4,0,3
India,43,14,10,4,2,2
Bangladesh,35,11,15,3,3,2
Sri Lanka,56,4,21,0,5,1
Pakistan,62,0,6,0,2,0
Nepal,60,6,9,1,3,0
Canada,2,10,8,5,3,2
Cuba,4,24,8,7,3,1
Libya,97,11,5,5,1,0
New Zealand,132,13,16,2,6,4
Uruguay,29,14,16,4,4,3
Saudi Arabia,67,21,22,6,6,3
Jordan,47,7,6,2,3,1
Greenland,6,11,18,2,3,0
Iraq,46,17,6,5,0,3
Malaysia,59,4,9,2,2,0
Indonesia,42,20,7,3,0,2
Uzbekistan,76,24,4,6,1,0
Syria,68,0,5,0,2,0
Rwanda,112,9,4,3,0,5
Djibouti,88,2,6,0,2,0
Somalia,119,0,5,0,2,0
Sudan,114,1,4,0,1,2
Kyrgyzstan,50,3,11,0,3,0
Tajikistan,70,6,5,2,1,0
Panama,13,3,2,1,0,1
United Arab Emirates,32,19,8,4,2,2
Cambodia,51,4,19,0,4,0
Turkmenistan,71,2,7,0,2,1
Equatorial Guinea,103,5,11,1,4,0
Central African Republic,83,13,8,3,2,0
Chad,121,9,6,3,2,0
Lebanon,55,0,0,0,0,1
Gambia,94,0,3,0,1,1
Sierra Leone,117,0,0,0,0,1
