team,team-id,gol-done,gol-received,win,lost,draw
Armenia,33,5,26,1,6,2
Tunisia,123,18,5,9,2,2
Algeria,89,12,11,5,5,4
Egypt,90,38,20,9,7,3
Belarus,141,4,19,0,8,0
Paraguay,26,19,16,8,6,2
Togo,122,21,30,5,9,4
Ghana,96,13,26,2,9,5
Ivory Coast,84,15,8,6,1,2
Guinea,95,17,11,6,5,2
Namibia,109,13,18,3,4,4
Liberia,101,7,17,3,5,2
Sierra Leone,117,9,8,4,2,2
Gabon,93,6,14,2,4,2
Zambia,127,27,18,8,3,9
South Africa,126,14,21,3,8,2
Bolivia,19,25,20,9,7,2
Ecuador,24,25,23,7,6,6
Burkina Faso,80,13,18,2,6,2
Cameroon,85,23,25,6,6,6
Angola,78,8,5,3,1,4
Republic of Congo,87,14,20,4,7,6
Morocco,100,22,4,9,1,1
Kenya,98,13,14,5,3,3
Nigeria,111,9,6,4,2,2
Lebanon,55,12,13,4,4,4
Peru,27,21,24,11,6,2
Chile,20,31,21,7,7,2
Uruguay,29,22,23,7,8,3
Argentina,18,17,9,7,2,5
Venezuela,30,5,30,0,11,3
Zimbabwe,128,20,17,4,7,4
United States of America,17,21,17,5,5,7
Australia,129,46,15,13,2,3
New Zealand,132,14,18,3,7,0
South Korea,52,48,17,15,3,5
Norway,165,24,7,7,2,3
Benin,81,3,8,0,3,3
Mozambique,106,23,12,5,2,4
Mexico,11,44,29,9,6,9
Israel,45,10,10,3,5,1
Greece,151,11,3,4,1,3
Italy,155,16,8,5,1,6
Ireland,154,19,20,3,8,8
Portugal,167,7,4,3,1,3
France,149,12,7,5,1,2
Malawi,108,10,13,1,3,3
Honduras,8,10,8,2,3,1
Estonia,147,13,24,4,11,1
Mali,105,24,21,7,5,3
Swaziland,120,3,6,1,2,3
Lesotho,99,6,7,1,2,3
China,38,50,26,17,5,8
Slovakia,171,13,13,5,4,2
Jordan,47,5,7,1,4,5
Costa Rica,3,39,29,8,6,7
Russia,168,14,9,4,3,4
Republic of Serbia,170,29,7,7,0,6
Colombia,21,19,22,5,9,4
Thailand,69,13,12,3,3,4
Japan,48,59,24,11,4,7
Switzerland,142,10,11,3,4,1
Belgium,138,18,12,5,2,1
Sweden,173,17,9,9,2,2
United Kingdom,150,17,3,8,2,1
Jamaica,10,44,27,14,3,10
Spain,146,12,4,4,0,2
Turkey,73,15,10,3,2,3
Finland,148,13,13,4,3,3
Cyprus,40,13,17,4,5,1
Latvia,160,16,16,6,7,1
Lithuania,158,10,10,5,6,3
Poland,166,21,21,6,5,3
Solomon Islands,134,24,25,4,3,1
Iraq,46,22,9,7,2,1
Senegal,116,12,17,3,6,4
Fiji,130,13,12,4,3,0
Kuwait,53,25,16,9,6,2
Guyana,25,7,16,1,4,2
Botswana,82,2,8,0,2,2
Malaysia,59,7,7,4,3,2
Bosnia and Herzegovina,139,16,13,5,5,1
Vietnam,75,2,32,0,9,0
Indonesia,42,21,14,4,4,5
Ethiopia,92,2,17,0,4,1
Brazil,22,71,19,20,1,3
Netherlands,164,16,4,4,2,1
Germany,144,21,7,7,0,2
Azerbaijan,34,5,19,1,8,1
Canada,2,5,21,1,7,3
Saudi Arabia,67,38,17,13,4,4
Syria,68,28,9,2,3,2
Oman,61,14,3,4,2,1
Czech Republic,143,22,13,7,5,1
Macedonia,161,7,11,2,4,0
El Salvador,15,16,27,3,9,8
Guatemala,7,13,8,4,1,5
Bangladesh,35,3,17,0,6,1
Austria,137,14,5,6,2,0
Slovenia,172,6,14,1,4,1
Taiwan,74,3,9,1,2,0
Hungary,153,15,22,3,5,3
United Arab Emirates,32,24,27,8,6,4
Turkmenistan,71,10,16,3,5,0
Nepal,60,3,24,0,7,1
Panama,13,2,8,1,2,1
Belize,0,1,2,0,1,1
Albania,136,6,14,1,6,0
Ukraine,174,8,7,4,2,3
Croatia,152,19,16,4,2,4
Denmark,145,10,5,3,1,2
Moldova,163,0,13,0,5,0
Romania,169,28,5,6,0,2
Georgia,41,14,6,4,2,1
Luxembourg,159,1,15,0,5,0
India,43,16,9,3,2,4
Bulgaria,140,12,5,4,1,0
Trinidad and Tobago,16,19,21,3,6,3
Cambodia,51,2,27,0,5,1
Iran,44,64,20,11,4,7
Yemen,77,10,7,2,2,2
Nicaragua,12,2,11,0,2,0
Libya,97,4,5,1,1,2
Iceland,156,12,11,3,4,3
New Caledonia,131,1,5,0,1,0
Tajikistan,70,16,6,4,2,1
Uzbekistan,76,33,21,6,4,4
Kazakhstan,49,22,24,5,5,3
Pakistan,62,6,26,2,6,0
Papua New Guinea,133,2,11,1,3,0
Kyrgyzstan,50,12,11,3,2,0
Palestine,65,0,0,0,0,1
Uganda,124,0,0,0,0,1
Cuba,4,5,6,1,1,2
Greenland,6,3,9,0,3,1
Sri Lanka,56,6,4,2,2,0
Qatar,66,7,10,3,4,1
Chad,121,1,1,0,0,1
Haiti,9,5,3,1,1,1
Mauritania,107,5,8,0,2,2
Philippines,63,0,1,0,1,0
Gambia,94,8,6,2,1,2
