team,team-id,gol-done,gol-received,win,lost,draw
Bosnia and Herzegovina,139,18,7,6,0,1
Gambia,94,3,5,1,2,0
Sierra Leone,117,1,2,0,1,0
Peru,27,10,8,3,3,2
Bolivia,19,6,15,1,3,2
Uruguay,29,17,7,4,2,1
Chile,20,14,20,3,5,2
Paraguay,26,14,8,4,0,3
Ecuador,24,1,13,0,4,2
Brazil,22,17,9,4,3,0
Netherlands,164,3,10,1,4,0
Denmark,145,18,6,5,1,0
Costa Rica,3,19,2,6,0,0
El Salvador,15,10,14,2,3,1
Honduras,8,13,10,4,2,0
Nicaragua,12,4,18,1,5,0
Guatemala,7,8,8,3,1,2
Panama,13,6,16,0,5,1
Spain,146,7,5,2,1,1
Belgium,138,17,15,4,3,2
Germany,144,9,2,2,0,3
Austria,137,12,9,1,2,3
Switzerland,142,10,16,2,3,1
Ireland,154,15,15,2,5,0
South Korea,52,15,17,4,3,1
Taiwan,74,4,2,1,0,0
Malaysia,59,2,3,0,1,0
United Kingdom,150,22,19,4,3,2
Czech Republic,143,12,10,4,2,2
Italy,155,5,6,2,2,0
Hungary,153,25,12,5,0,3
Indonesia,42,1,3,0,1,0
Sweden,173,21,18,4,3,4
Greece,151,1,1,1,1,0
Poland,166,3,5,0,1,2
Argentina,18,4,1,2,0,1
France,149,29,13,5,3,0
Finland,148,9,23,0,4,2
Turkey,73,4,3,1,0,1
United States of America,17,3,6,0,1,0
Bulgaria,140,6,10,0,3,4
Philippines,63,1,3,0,1,0
Norway,165,15,12,3,3,3
Romania,169,5,3,2,1,0
Madagascar,104,8,7,1,1,0
Mexico,11,12,0,2,0,0
Haiti,9,5,13,2,2,0
Iceland,156,1,7,0,2,0
Jamaica,10,4,8,1,3,0
Trinidad and Tobago,16,3,3,1,1,0
Suriname,28,6,6,0,0,2
Vanuatu,135,4,8,0,2,0
Uganda,124,16,8,2,1,0
Burundi,79,1,9,0,1,0
Luxembourg,159,1,18,0,3,0
New Caledonia,131,13,2,3,0,0
Portugal,167,4,10,1,1,1
Kenya,98,13,3,2,0,0
Ghana,96,1,0,1,0,0
Nigeria,111,0,1,0,1,0
Zambia,127,1,0,1,0,0
Zimbabwe,128,0,1,0,1,0
Sri Lanka,56,2,5,0,2,0
India,43,6,2,2,0,0
Pakistan,62,1,1,0,0,1
Israel,45,0,2,0,2,0
Egypt,90,1,2,0,1,0
South Africa,126,1,3,0,1,0
Albania,136,2,0,1,0,0
