team,team-id,gol-done,gol-received,win,lost,draw
Senegal,116,21,14,6,5,4
Mauritania,107,4,19,0,7,4
Sierra Leone,117,8,10,4,5,3
Gambia,94,15,23,5,8,4
Ivory Coast,84,53,27,15,4,4
India,43,14,37,4,13,1
Poland,166,16,10,6,2,5
Argentina,18,11,7,4,3,5
China,38,38,16,13,9,0
Morocco,100,14,7,4,0,2
Guinea,95,11,14,2,4,7
Spain,146,16,12,5,4,4
Hungary,153,21,10,6,2,3
Egypt,90,13,13,6,5,4
Turkey,73,7,22,3,6,1
Ghana,96,23,16,9,4,3
Mali,105,12,11,5,3,4
Liberia,101,12,22,3,7,2
Italy,155,14,4,5,1,3
Mexico,11,19,17,7,3,6
Bulgaria,140,9,7,1,2,5
Algeria,89,18,14,5,3,3
Romania,169,15,15,3,5,4
Republic of Congo,87,18,14,4,5,2
Malawi,108,23,10,11,2,4
Zambia,127,14,8,5,3,4
Germany,144,36,23,13,6,2
Greece,151,9,14,2,5,4
Togo,122,11,14,2,2,6
Gabon,93,7,12,0,2,5
Saudi Arabia,67,45,20,13,4,4
Peru,27,2,8,0,3,1
Honduras,8,8,2,4,1,1
Iraq,46,14,6,5,1,3
Belgium,138,10,16,3,5,2
France,149,27,4,12,0,0
United Kingdom,150,18,8,5,4,2
Luxembourg,159,2,25,0,10,0
Cameroon,85,24,14,6,3,3
Nigeria,111,11,13,3,2,3
Brunei,36,1,7,0,1,0
Japan,48,10,2,3,0,0
Kuwait,53,11,13,4,5,5
Finland,148,9,22,2,7,2
Oman,61,12,24,1,6,3
United Arab Emirates,32,34,15,8,4,3
Qatar,66,28,13,9,3,6
Panama,13,5,9,1,4,2
Cuba,4,2,1,1,0,1
Netherlands,164,8,3,2,2,0
Denmark,145,19,16,6,5,2
Djibouti,88,1,7,0,3,0
Ethiopia,92,10,5,3,1,1
Costa Rica,3,1,1,0,0,1
Switzerland,142,4,11,2,3,3
Austria,137,11,8,3,3,1
Czech Republic,143,9,5,3,2,1
Russia,168,10,5,3,2,1
Haiti,9,6,3,2,2,0
Canada,2,3,9,1,5,0
New Zealand,132,11,3,3,0,2
Malaysia,59,24,16,6,3,4
Bosnia and Herzegovina,139,13,22,4,4,2
Ireland,154,11,13,5,5,3
Israel,45,10,7,3,1,4
Cyprus,40,4,8,1,4,1
Kenya,98,15,21,4,7,3
Nicaragua,12,0,2,0,1,0
Jamaica,10,0,1,0,1,0
Norway,165,10,5,6,2,4
Sweden,173,8,7,2,4,2
El Salvador,15,16,9,5,3,1
United States of America,17,11,9,3,2,4
Portugal,167,12,12,4,3,2
South Korea,52,22,5,5,3,3
Guatemala,7,10,8,4,4,0
Zimbabwe,128,19,20,5,6,3
Trinidad and Tobago,16,12,5,4,2,0
Brazil,22,1,2,1,1,1
Uruguay,29,9,3,4,1,2
Suriname,28,14,6,3,0,3
Chile,20,1,0,1,0,1
Guyana,25,7,9,1,3,3
Iceland,156,5,7,3,3,1
Iran,44,30,6,8,1,4
Angola,78,5,2,3,1,0
Swaziland,120,4,9,1,2,0
Lesotho,99,1,3,0,1,0
Uganda,124,12,13,4,4,2
Benin,81,10,21,2,8,1
Puerto Rico,14,0,8,0,2,0
Niger,110,1,4,0,2,0
Burkina Faso,80,10,10,3,2,3
Greenland,6,2,6,0,3,0
Indonesia,42,14,11,4,4,1
Thailand,69,16,25,4,7,0
Bangladesh,35,6,13,1,4,0
Syria,68,13,16,4,6,1
Philippines,63,3,16,0,5,0
Colombia,21,1,2,1,2,1
Papua New Guinea,133,8,7,3,1,0
Jordan,47,7,10,1,2,1
Afghanistan,31,1,20,0,3,1
Mozambique,106,3,0,1,0,1
Tunisia,123,15,6,4,2,0
Botswana,82,1,3,0,1,0
Yemen,77,2,18,0,4,0
Pakistan,62,4,14,1,3,0
Sudan,114,1,1,0,0,2
Albania,136,5,5,1,1,1
Fiji,130,2,3,0,1,1
Nepal,60,0,30,0,4,0
Sri Lanka,56,6,11,1,2,1
Australia,129,2,3,0,1,0
Somalia,119,4,4,2,2,1
Ecuador,24,4,6,0,2,4
Equatorial Guinea,103,2,7,0,1,2
Chad,121,4,6,0,1,2
Central African Republic,83,5,12,0,2,2
