team,team-id,gol-done,gol-received,win,lost,draw
Netherlands,164,13,5,5,1,2
Algeria,89,13,8,6,4,7
Zimbabwe,128,12,15,3,4,4
Egypt,90,24,10,11,3,6
Liberia,101,7,4,4,2,3
Oman,61,2,11,0,4,2
Iraq,46,21,10,6,2,4
Pakistan,62,1,12,0,4,0
Kuwait,53,19,9,7,3,3
Qatar,66,14,12,5,3,7
Jordan,47,5,7,2,3,1
Kenya,98,10,10,6,5,3
Malawi,108,14,16,5,6,8
Nigeria,111,12,7,4,2,3
Gabon,93,13,13,7,6,1
Cameroon,85,13,6,7,1,2
Angola,78,9,20,2,6,3
Republic of Congo,87,11,15,3,5,6
Tunisia,123,8,15,4,8,3
Ivory Coast,84,18,6,5,1,4
Libya,97,0,1,0,1,0
Morocco,100,7,7,2,2,6
Zambia,127,18,16,7,7,3
Finland,148,8,21,2,7,4
Israel,45,10,9,2,1,5
United Arab Emirates,32,16,7,4,1,4
Albania,136,3,13,0,4,1
Greece,151,14,32,3,8,4
Iran,44,19,11,6,2,4
Japan,48,13,9,3,3,5
Spain,146,17,4,6,1,1
Portugal,167,18,13,5,3,3
India,43,1,2,0,1,0
North Korea,64,16,13,6,5,2
Thailand,69,8,14,4,5,0
Malaysia,59,11,11,4,4,1
Ecuador,24,12,16,3,6,5
Chile,20,27,19,10,7,5
Senegal,116,14,6,5,1,4
Indonesia,42,8,17,2,4,3
Peru,27,16,34,2,11,6
Colombia,21,19,7,9,2,5
China,38,23,18,8,7,2
Ireland,154,14,9,6,4,3
France,149,10,5,3,1,3
Cyprus,40,5,12,0,5,1
United Kingdom,150,17,3,6,0,5
Denmark,145,30,11,7,3,4
Guatemala,7,12,15,3,8,1
Poland,166,14,14,5,5,2
Germany,144,30,20,7,4,6
Mexico,11,11,4,4,0,0
Belgium,138,20,5,6,0,3
Bangladesh,35,4,9,1,5,0
Bulgaria,140,7,13,1,6,1
Russia,168,11,7,4,2,3
Costa Rica,3,13,10,5,3,2
El Salvador,15,4,17,0,8,3
Norway,165,14,16,2,4,4
Italy,155,12,3,5,2,3
New Zealand,132,5,7,1,2,1
Hungary,153,9,15,2,3,4
Argentina,18,5,8,2,3,6
Yemen,77,3,13,1,6,0
Syria,68,7,5,2,1,1
Australia,129,6,5,1,1,2
Jamaica,10,4,10,0,3,4
Paraguay,26,36,29,12,7,5
Brazil,22,39,11,15,3,5
Saudi Arabia,67,11,9,4,2,3
Trinidad and Tobago,16,46,18,12,6,7
Austria,137,10,13,3,4,3
Ethiopia,92,6,10,2,2,2
Venezuela,30,10,34,1,9,2
Turkey,73,7,5,3,3,0
Romania,169,6,8,3,3,2
Switzerland,142,8,17,2,6,1
Bosnia and Herzegovina,139,18,9,6,2,3
Sudan,114,1,1,1,1,0
Ghana,96,3,3,1,1,2
Mali,105,13,10,3,1,5
Swaziland,120,1,3,0,1,1
Czech Republic,143,15,4,6,1,2
Canada,2,1,5,1,3,0
Mozambique,106,4,6,2,3,1
Guinea,95,8,15,3,5,3
United States of America,17,12,7,6,3,3
Uruguay,29,26,10,9,4,5
Guyana,25,5,4,1,2,1
Sweden,173,15,13,6,2,1
South Korea,52,35,7,11,2,3
Luxembourg,159,2,15,0,4,1
Namibia,109,0,1,0,1,0
Nepal,60,0,28,0,6,0
Bolivia,19,10,21,4,7,3
Mauritania,107,2,5,0,2,0
Sierra Leone,117,2,4,1,3,0
Iceland,156,4,7,1,2,2
Haiti,9,0,4,0,1,0
Greenland,6,4,8,1,3,0
Panama,13,0,2,0,1,0
Fiji,130,7,2,3,0,1
Papua New Guinea,133,5,4,1,2,1
Solomon Islands,134,2,2,1,1,2
Vanuatu,135,2,12,0,4,0
Lebanon,55,0,7,0,2,0
New Caledonia,131,9,5,3,1,0
Uganda,124,19,12,3,1,5
Central African Republic,83,1,4,0,1,1
Botswana,82,2,1,1,0,0
Chad,121,1,4,0,2,2
