team,team-id,gol-done,gol-received,win,lost,draw
Rwanda,112,13,22,5,9,2
Somalia,119,2,13,1,5,0
Djibouti,88,2,23,0,5,1
Burundi,79,8,17,2,6,1
Kenya,98,18,22,6,10,2
Zambia,127,20,16,7,7,4
Uganda,124,26,5,11,1,2
Iraq,46,13,13,4,5,5
Sudan,114,5,16,1,7,2
Oman,61,19,11,7,5,4
Kuwait,53,22,16,7,6,7
Saudi Arabia,67,29,14,9,3,8
Qatar,66,20,23,7,7,6
United Arab Emirates,32,16,23,3,8,4
Yemen,77,9,20,3,5,1
Iran,44,28,21,8,6,8
China,38,30,19,7,3,5
India,43,7,7,2,3,1
Jordan,47,10,18,2,6,4
Thailand,69,13,7,4,2,3
Syria,68,29,16,10,3,4
Vietnam,75,8,10,3,2,2
Lebanon,55,9,17,2,7,2
Guatemala,7,3,11,1,5,1
Haiti,9,8,19,1,6,4
Honduras,8,39,21,15,8,1
Chile,20,22,14,8,2,2
Turkmenistan,71,18,13,3,4,0
Indonesia,42,3,6,0,2,3
Japan,48,40,12,11,3,3
Malaysia,59,12,14,2,4,3
El Salvador,15,21,29,6,12,4
Nicaragua,12,5,14,1,4,2
Belize,0,3,7,0,2,1
Costa Rica,3,37,25,11,6,6
Panama,13,17,18,4,7,3
Egypt,90,28,15,9,3,3
North Korea,64,15,8,5,3,4
United States of America,17,43,36,13,8,3
Sweden,173,17,10,7,5,1
South Africa,126,10,19,5,10,3
Australia,129,13,6,6,2,4
Mexico,11,43,18,12,5,4
Uzbekistan,76,12,8,4,4,3
Azerbaijan,34,8,23,2,8,3
South Korea,52,16,8,6,1,6
Finland,148,13,18,4,5,2
Peru,27,5,6,3,4,0
Lithuania,158,9,10,3,5,1
Poland,166,19,14,4,6,3
Brazil,22,29,7,12,0,1
Italy,155,23,15,8,3,4
Cyprus,40,16,23,3,6,2
Republic of Serbia,170,22,7,9,2,1
Slovakia,171,21,18,5,5,2
Ukraine,174,21,11,6,3,3
Algeria,89,10,4,6,1,1
Benin,81,6,5,2,1,2
Angola,78,7,12,2,4,6
Mali,105,14,6,4,1,3
Austria,137,10,17,3,5,1
Belgium,138,15,23,4,7,1
Slovenia,172,16,7,5,4,1
Burkina Faso,80,11,15,4,3,1
Togo,122,5,20,2,5,3
Cameroon,85,15,5,6,2,1
Guinea,95,9,19,0,6,1
Colombia,21,16,11,7,4,0
Ghana,96,17,13,4,3,3
Trinidad and Tobago,16,14,24,3,6,3
Estonia,147,11,15,4,6,3
Kazakhstan,49,8,18,2,5,0
France,149,16,7,7,2,3
Argentina,18,20,11,8,3,0
Germany,144,26,7,7,1,3
Norway,165,14,8,6,2,2
Greece,151,13,11,4,2,4
Denmark,145,15,7,5,2,4
Ireland,154,21,23,6,5,10
Georgia,41,8,22,0,8,2
Israel,45,14,6,3,2,3
Hungary,153,6,11,3,6,0
Latvia,160,15,12,4,3,2
Armenia,33,6,14,1,5,2
Libya,97,3,4,0,1,1
Uruguay,29,11,13,4,4,2
Iceland,156,12,13,3,5,3
Macedonia,161,12,14,3,4,3
Moldova,163,13,16,2,4,4
Albania,136,10,13,1,4,4
Morocco,100,6,9,1,3,4
Czech Republic,143,16,7,4,2,5
Mozambique,106,7,8,5,5,0
Malawi,108,11,16,4,6,2
Nigeria,111,8,5,3,0,4
Jamaica,10,11,7,4,2,5
Paraguay,26,6,14,3,7,1
Portugal,167,19,2,9,0,3
Romania,169,12,15,4,4,2
Croatia,152,21,12,7,1,1
Spain,146,47,12,15,1,0
United Kingdom,150,28,9,7,3,1
Switzerland,142,12,4,4,1,4
Bulgaria,140,21,13,5,2,3
Zimbabwe,128,12,14,3,3,3
Tunisia,123,11,6,3,2,4
Netherlands,164,18,4,6,0,5
Turkey,73,14,10,4,4,2
Ivory Coast,84,24,8,6,0,4
Venezuela,30,13,18,4,4,4
Mongolia,58,9,6,3,2,0
Bolivia,19,2,17,0,7,0
Nepal,60,10,4,3,0,3
Pakistan,62,16,5,2,2,3
Sri Lanka,56,25,29,4,6,2
Namibia,109,6,3,1,1,4
Botswana,82,5,6,2,2,5
Palestine,65,3,12,0,3,3
Bosnia and Herzegovina,139,17,15,5,4,2
Equatorial Guinea,103,0,8,0,2,0
Luxembourg,159,2,20,0,6,2
Montenegro,162,9,11,3,2,4
Gabon,93,10,8,3,3,1
Kyrgyzstan,50,8,11,1,3,3
Senegal,116,4,7,1,2,2
Russia,168,17,8,6,3,1
New Zealand,132,9,17,2,5,3
Belarus,141,18,13,3,4,3
Lesotho,99,6,10,1,1,5
Taiwan,74,1,1,0,0,1
Brunei,36,1,11,0,2,0
Philippines,63,3,8,1,2,0
Bhutan,37,1,30,0,6,0
Guyana,25,14,14,5,4,1
Suriname,28,5,1,1,0,2
Bangladesh,35,11,4,4,1,1
Cambodia,51,2,3,1,2,0
Republic of Congo,87,9,14,1,3,5
Ecuador,24,7,9,2,4,1
Canada,2,8,7,4,3,1
Madagascar,104,4,3,1,1,1
Swaziland,120,9,9,2,3,3
Greenland,6,7,15,1,3,0
Falkland Islands,23,3,14,0,4,0
Ethiopia,92,5,3,1,2,0
Eritrea,91,4,7,1,2,0
Afghanistan,31,1,6,0,2,0
Tajikistan,70,1,2,0,1,0
