team,team-id,gol-done,gol-received,win,lost,draw
Sudan,114,3,5,0,2,2
Thailand,69,20,14,4,4,3
South Korea,52,45,13,10,2,4
Malaysia,59,29,22,6,4,4
Saudi Arabia,67,12,24,3,9,1
Algeria,89,9,16,4,6,1
Gambia,94,3,4,1,1,0
Mali,105,7,2,3,0,1
Mauritania,107,2,11,0,3,1
Senegal,116,8,9,1,2,2
Guinea,95,23,15,6,2,5
Chad,121,5,0,2,0,0
Gabon,93,10,11,2,3,1
Japan,48,18,14,2,3,4
Bulgaria,140,19,18,4,3,4
Israel,45,4,6,1,2,2
Denmark,145,17,5,5,2,2
Montenegro,162,2,1,1,0,0
Russia,168,11,13,2,4,4
Republic of Congo,87,26,19,6,3,4
Angola,78,3,4,0,1,1
Iraq,46,31,16,7,4,5
Turkey,73,11,8,1,1,4
Kenya,98,15,12,3,2,3
Nigeria,111,21,14,5,2,4
Malawi,108,26,18,5,4,4
Lesotho,99,1,4,0,1,0
El Salvador,15,11,10,2,3,3
Hungary,153,16,7,6,0,5
Zambia,127,24,13,8,2,0
Germany,144,33,8,7,0,5
Tunisia,123,9,4,3,0,3
Bosnia and Herzegovina,139,10,15,2,5,2
Morocco,100,16,7,6,0,3
Paraguay,26,9,11,1,2,3
Argentina,18,22,13,8,3,2
Uruguay,29,9,17,1,5,5
Brazil,22,24,6,10,0,1
Sweden,173,19,9,5,3,2
Egypt,90,14,13,3,3,2
Ethiopia,92,9,12,2,4,1
Uganda,124,21,13,8,4,1
New Zealand,132,7,9,2,4,0
Australia,129,11,4,5,1,2
Ireland,154,12,19,2,5,4
Sierra Leone,117,12,14,2,3,2
Niger,110,3,6,1,1,0
Czech Republic,143,19,14,4,1,5
Libya,97,4,13,1,6,2
Burkina Faso,80,5,6,1,2,2
Ghana,96,8,6,2,2,0
Togo,122,2,5,1,1,1
Ivory Coast,84,14,6,4,1,1
Norway,165,4,11,2,4,1
Poland,166,9,9,2,5,0
United Kingdom,150,21,12,7,3,1
Qatar,66,11,6,4,1,1
United Arab Emirates,32,4,13,0,4,2
France,149,9,6,2,1,3
Oman,61,3,21,0,5,1
Kuwait,53,32,10,8,1,2
Dominican Republic,5,0,6,0,2,0
Haiti,9,19,3,5,0,5
Panama,13,7,26,1,5,1
Costa Rica,3,8,7,1,2,4
Italy,155,25,13,7,3,0
Portugal,167,6,7,3,2,0
Switzerland,142,6,12,1,6,1
Cuba,4,13,8,3,2,2
Spain,146,2,3,1,1,1
Netherlands,164,14,8,4,1,1
Belgium,138,4,7,2,2,0
Liberia,101,0,1,0,1,0
Austria,137,14,10,5,3,0
North Korea,64,0,3,0,1,0
China,38,4,4,2,2,1
Greece,151,2,5,1,2,1
Romania,169,10,13,1,3,2
Finland,148,13,22,4,5,0
Iceland,156,10,5,3,3,0
Cyprus,40,2,17,0,4,0
United States of America,17,4,16,1,5,5
Iran,44,15,2,4,0,1
Mexico,11,3,4,1,2,2
Yemen,77,0,9,0,2,0
Indonesia,42,4,18,0,5,2
Guatemala,7,17,6,5,1,2
Rwanda,112,1,6,0,1,0
Guyana,25,3,3,2,1,0
Suriname,28,9,8,2,2,2
Cameroon,85,5,5,1,1,1
Burundi,79,0,4,0,3,0
Afghanistan,31,2,2,1,1,1
Pakistan,62,2,2,1,1,1
India,43,8,33,0,6,3
Trinidad and Tobago,16,10,9,2,2,2
Jamaica,10,1,5,0,2,0
Luxembourg,159,3,14,0,3,0
Botswana,82,3,13,0,3,0
Canada,2,5,3,2,1,2
New Caledonia,131,2,1,1,0,0
Chile,20,0,2,0,1,1
Albania,136,3,0,1,0,0
Peru,27,1,4,0,2,2
Colombia,21,1,2,0,1,0
Ecuador,24,2,2,0,0,1
Somalia,119,3,8,0,3,1
Syria,68,2,3,1,1,0
Bangladesh,35,0,6,0,1,0
