team,team-id,gol-done,gol-received,win,lost,draw
Germany,144,17,9,3,1,2
Uruguay,29,3,6,1,2,0
Argentina,18,6,3,2,1,0
Netherlands,164,5,8,1,4,0
Switzerland,142,15,25,2,5,3
Portugal,167,1,3,1,1,0
Hungary,153,12,11,3,3,2
Belgium,138,13,27,2,5,2
Italy,155,15,5,5,0,1
France,149,9,16,2,3,2
Austria,137,18,11,3,1,4
Czech Republic,143,12,11,3,3,1
United Kingdom,150,14,6,3,2,1
Spain,146,17,2,2,1,1
Bosnia and Herzegovina,139,18,20,3,3,2
Bulgaria,140,2,24,1,3,0
Latvia,160,13,7,3,1,2
Estonia,147,13,14,3,4,1
Greece,151,3,7,0,2,0
Poland,166,5,7,1,3,0
Romania,169,14,2,2,0,1
Australia,129,14,8,3,0,0
New Zealand,132,8,14,0,3,0
Denmark,145,9,6,2,0,2
Norway,165,9,6,1,1,2
Sweden,173,19,8,5,1,1
Lithuania,158,8,27,0,5,2
Finland,148,12,12,2,3,0
Ireland,154,3,5,1,1,1
Trinidad and Tobago,16,21,6,5,0,1
Guyana,25,8,6,2,2,1
