team,team-id,gol-done,gol-received,win,lost,draw
Italy,155,18,12,6,2,5
Portugal,167,24,20,5,6,2
Jamaica,10,37,11,10,2,6
Thailand,69,34,24,7,7,4
North Korea,64,21,13,8,5,8
Moldova,163,6,15,1,6,3
Turkmenistan,71,10,17,2,7,2
Uzbekistan,76,22,18,6,5,2
Macedonia,161,11,10,2,3,3
Republic of Serbia,170,19,13,4,5,2
Nicaragua,12,0,3,0,2,0
Bulgaria,140,8,10,3,1,3
Slovenia,172,12,13,3,5,1
Denmark,145,11,10,3,2,4
Spain,146,33,5,15,0,1
France,149,16,16,6,4,4
Turkey,73,25,18,8,3,5
Uruguay,29,21,12,4,1,6
Colombia,21,10,16,2,7,4
Mexico,11,27,15,8,4,2
Norway,165,6,13,0,4,4
Lesotho,99,10,24,2,8,3
Swaziland,120,9,20,2,4,5
Cuba,4,35,27,8,6,4
Dominican Republic,5,1,14,0,4,0
Estonia,147,14,24,4,6,4
Madagascar,104,9,15,3,4,5
Zimbabwe,128,9,11,3,4,4
Gabon,93,12,6,5,2,2
Republic of Congo,87,24,16,7,6,2
Nepal,60,16,31,5,7,1
Pakistan,62,16,24,2,6,0
Togo,122,10,7,3,4,0
Algeria,89,10,6,4,2,3
The Bahamas,1,3,16,0,2,2
Belgium,138,10,15,2,4,2
Ecuador,24,12,12,5,4,3
Argentina,18,12,6,4,1,5
Lithuania,158,15,13,6,4,2
Montenegro,162,14,13,3,2,3
Suriname,28,25,29,6,6,3
Malawi,108,20,11,7,4,1
Russia,168,26,17,8,4,1
Liberia,101,11,18,2,5,3
Uganda,124,9,10,3,2,2
Libya,97,23,11,7,2,3
Sri Lanka,56,20,16,4,4,2
Taiwan,74,8,8,1,1,2
Guatemala,7,19,11,5,5,4
Indonesia,42,25,8,7,4,1
Kyrgyzstan,50,2,4,1,2,0
Sierra Leone,117,5,11,2,4,1
Bangladesh,35,4,9,0,4,4
Afghanistan,31,8,25,1,5,4
Philippines,63,10,5,4,1,2
Brunei,36,9,13,1,4,2
Tajikistan,70,14,11,4,2,3
Bhutan,37,7,13,1,4,2
Burkina Faso,80,15,9,5,2,1
India,43,24,9,9,1,3
Cambodia,51,15,36,3,7,1
Albania,136,6,4,2,2,3
Djibouti,88,4,32,0,7,0
Ethiopia,92,8,6,2,2,0
Kenya,98,8,5,3,2,2
Mauritania,107,3,19,0,6,0
Niger,110,7,17,1,6,0
Equatorial Guinea,103,3,6,1,4,0
Panama,13,5,6,2,2,2
Gambia,94,6,3,2,1,3
Malaysia,59,28,15,5,3,3
Chad,121,7,14,2,5,0
Vietnam,75,14,12,3,3,5
Vanuatu,135,5,8,2,2,1
New Caledonia,131,10,14,3,3,2
Solomon Islands,134,1,2,0,1,0
Palestine,65,1,5,0,2,1
Fiji,130,5,2,2,1,0
New Zealand,132,6,3,2,1,0
Laos,54,9,20,3,4,0
East Timor,72,4,9,0,3,1
Somalia,119,3,2,1,0,0
