team,team-id,gol-done,gol-received,win,lost,draw
Senegal,116,3,5,1,2,0
Italy,155,15,0,7,0,1
Turkey,73,11,3,3,1,3
Greece,151,8,15,0,4,1
Spain,146,9,8,2,2,2
United Kingdom,150,23,10,6,3,3
Uganda,124,22,11,6,1,2
Republic of Congo,87,31,15,10,6,0
Cyprus,40,1,8,1,3,0
Bulgaria,140,30,21,8,3,4
Guyana,25,4,6,2,2,0
Haiti,9,30,18,11,6,3
Cameroon,85,3,6,2,3,0
Trinidad and Tobago,16,15,8,4,3,1
Indonesia,42,11,23,2,6,3
Tunisia,123,23,15,7,3,2
Bosnia and Herzegovina,139,13,5,3,0,3
Mexico,11,16,10,4,4,2
Argentina,18,24,17,6,2,4
New Caledonia,131,13,11,3,3,0
Nigeria,111,2,3,0,1,1
Ghana,96,5,11,2,4,1
Guinea,95,3,8,0,2,2
Morocco,100,13,13,4,3,2
Ivory Coast,84,13,12,4,2,2
Australia,129,24,17,5,3,6
Chile,20,28,13,6,2,3
Ireland,154,15,15,4,5,5
Germany,144,42,17,16,5,2
Algeria,89,21,7,4,2,3
Colombia,21,7,10,2,3,3
New Zealand,132,18,16,4,3,5
Fiji,130,2,13,0,4,0
Ecuador,24,10,15,1,3,6
Vanuatu,135,5,11,1,4,0
Israel,45,19,6,6,2,2
France,149,9,8,2,3,1
Portugal,167,7,7,1,1,3
Peru,27,20,12,6,4,1
Guatemala,7,5,11,0,3,3
Sudan,114,1,0,1,0,0
Ethiopia,92,2,5,0,2,1
Iraq,46,16,9,5,2,5
United States of America,17,5,22,3,9,0
Poland,166,28,10,10,3,3
Bolivia,19,7,25,1,7,3
Austria,137,7,19,1,4,2
Netherlands,164,19,6,4,1,2
Russia,168,6,6,3,5,2
Czech Republic,143,10,7,2,2,2
Paraguay,26,10,8,2,2,3
Luxembourg,159,0,9,0,4,0
Zambia,127,23,21,4,7,3
Central African Republic,83,5,4,1,1,0
Albania,136,4,11,1,3,1
Switzerland,142,3,4,3,2,1
Kuwait,53,24,16,6,6,2
Qatar,66,1,13,0,2,0
Burkina Faso,80,1,9,0,2,0
Belgium,138,5,0,2,0,1
Romania,169,14,5,3,2,0
Panama,13,2,4,1,1,0
Denmark,145,6,14,2,3,2
Sweden,173,17,12,7,1,3
Kenya,98,11,11,2,3,2
Hungary,153,9,11,0,2,4
Iran,44,9,6,5,2,2
North Korea,64,5,8,1,3,3
Syria,68,16,15,5,4,2
Japan,48,5,6,1,4,0
Thailand,69,22,27,6,7,2
Uruguay,29,10,5,3,1,4
Malaysia,59,29,22,9,6,4
South Korea,52,32,7,10,2,5
Brazil,22,19,8,7,2,1
Madagascar,104,2,1,1,0,0
Finland,148,3,18,0,4,1
Norway,165,9,7,2,4,1
Iceland,156,6,22,1,6,0
China,38,20,11,3,0,1
Pakistan,62,4,7,0,1,0
Somalia,119,6,19,0,3,0
Malawi,108,6,1,3,0,0
Egypt,90,18,5,3,2,0
Cambodia,51,9,24,2,5,2
Bangladesh,35,6,14,1,3,3
India,43,10,6,3,0,1
Canada,2,5,12,2,4,1
Swaziland,120,0,1,0,1,0
Libya,97,12,4,1,1,2
United Arab Emirates,32,3,7,0,2,1
Yemen,77,3,42,0,6,0
Palestine,65,2,8,0,2,0
Suriname,28,7,3,2,0,2
Jamaica,10,1,2,0,1,0
Honduras,8,6,6,1,1,3
Nicaragua,12,0,2,0,1,0
Laos,54,4,9,1,2,0
