team,team-id,gol-done,gol-received,win,lost,draw
Switzerland,142,14,14,3,3,1
Egypt,90,0,0,0,0,1
Hungary,153,15,22,3,4,2
Germany,144,11,8,3,2,0
Haiti,9,4,2,1,1,0
Jamaica,10,2,4,1,1,0
Austria,137,30,15,6,1,1
Italy,155,9,8,2,2,1
Belgium,138,13,20,2,4,0
Netherlands,164,9,6,3,2,0
Czech Republic,143,10,14,3,3,1
France,149,16,24,1,5,1
Greece,151,4,16,0,4,1
Bulgaria,140,17,12,5,1,1
United Kingdom,150,8,3,3,0,1
Guyana,25,5,4,2,1,1
Trinidad and Tobago,16,5,4,2,2,0
Spain,146,2,1,1,0,0
Bosnia and Herzegovina,139,18,16,3,5,0
Portugal,167,3,2,1,0,0
Ireland,154,3,9,1,3,0
Argentina,18,2,1,1,1,0
Uruguay,29,2,4,1,2,0
Sweden,173,33,24,5,6,1
Finland,148,8,18,1,4,0
Poland,166,12,1,4,0,0
Estonia,147,5,10,1,5,0
Latvia,160,11,10,4,3,1
Denmark,145,10,10,2,2,0
Norway,165,10,4,3,1,0
Romania,169,10,13,2,3,0
Lithuania,158,9,18,3,4,0
Uganda,124,13,1,1,0,0
Kenya,98,1,13,0,1,0
Turkey,73,2,3,0,1,0
Brazil,22,2,1,1,0,0
