team,team-id,gol-done,gol-received,win,lost,draw
Switzerland,142,12,15,2,3,1
Portugal,167,8,16,2,3,0
Spain,146,3,7,0,2,0
Jamaica,10,4,18,2,5,2
Trinidad and Tobago,16,19,13,5,5,1
Madagascar,104,5,4,1,1,0
Zambia,127,2,2,0,0,1
Zimbabwe,128,2,2,0,0,1
Ireland,154,9,7,3,1,1
Suriname,28,14,1,3,0,1
Guyana,25,5,17,2,4,2
France,149,15,8,5,1,0
Uruguay,29,23,11,5,3,1
Brazil,22,3,2,1,0,1
Netherlands,164,10,8,3,1,0
Belgium,138,8,18,1,5,0
United Kingdom,150,28,8,5,1,2
Italy,155,12,10,3,1,0
Hungary,153,28,11,5,2,0
Austria,137,13,12,2,2,0
Australia,129,12,12,1,3,1
South Africa,126,36,21,7,1,1
Czech Republic,143,21,13,4,1,1
Bosnia and Herzegovina,139,19,11,4,2,0
Luxembourg,159,0,6,0,1,0
Albania,136,2,13,0,4,0
Romania,169,12,15,3,3,1
Norway,165,17,21,3,3,1
Poland,166,14,24,1,5,1
Bulgaria,140,5,14,1,3,0
Denmark,145,13,16,2,2,1
Sweden,173,33,12,6,1,0
Finland,148,6,20,0,4,1
New Zealand,132,9,24,0,4,0
Mexico,11,8,1,2,0,0
United States of America,17,2,10,0,2,0
Cuba,4,10,5,2,1,1
Iceland,156,2,4,0,1,0
Kenya,98,2,3,0,1,0
Uganda,124,7,4,2,0,0
Latvia,160,6,2,2,0,0
Lithuania,158,2,6,0,2,1
Estonia,147,0,0,0,0,1
Iran,44,1,3,0,1,0
Turkey,73,3,1,1,0,0
Ecuador,24,3,17,0,4,3
Bolivia,19,6,21,0,5,2
Argentina,18,28,4,6,0,1
Paraguay,26,16,11,5,1,1
Colombia,21,2,19,0,5,2
Djibouti,88,0,5,0,1,0
Ethiopia,92,5,0,1,0,0
Chile,20,14,13,4,2,1
Puerto Rico,14,0,4,0,1,1
Peru,27,12,9,2,3,2
