team,team-id,gol-done,gol-received,win,lost,draw
Hungary,153,25,23,5,4,1
Belgium,138,13,25,0,4,1
France,149,20,15,4,3,0
Haiti,9,2,10,0,2,1
Cuba,4,13,14,2,3,1
Italy,155,24,12,6,2,1
Austria,137,31,19,7,3,1
Ireland,154,10,14,1,2,1
Mexico,11,14,7,3,1,0
Switzerland,142,12,17,2,4,1
Luxembourg,159,2,15,0,2,0
Germany,144,30,13,6,1,0
Netherlands,164,28,17,4,2,0
Spain,146,15,4,3,1,1
Portugal,167,1,11,0,2,0
Egypt,90,13,6,2,1,0
Israel,45,2,11,0,2,0
Bulgaria,140,11,21,1,5,0
Bosnia and Herzegovina,139,25,22,4,5,0
Czech Republic,143,22,15,6,1,3
Greece,151,4,7,1,1,1
United Kingdom,150,12,6,3,2,0
Romania,169,11,10,2,1,2
Philippines,63,3,4,1,1,0
China,38,8,3,3,0,0
Japan,48,4,11,0,2,0
Indonesia,42,9,6,1,2,0
Denmark,145,11,17,1,4,0
Poland,166,16,22,1,4,1
Sweden,173,23,18,4,2,1
United States of America,17,5,9,1,1,0
Argentina,18,5,5,1,1,1
Brazil,22,5,11,0,2,0
Lithuania,158,7,2,3,0,1
Latvia,160,5,15,0,4,1
Estonia,147,2,2,0,0,2
Norway,165,10,6,2,0,1
Finland,148,11,12,2,2,2
Uruguay,29,2,3,0,1,1
Suriname,28,9,12,0,2,3
Trinidad and Tobago,16,3,3,0,0,1
