team,team-id,gol-done,gol-received,win,lost,draw
Ireland,154,9,12,1,2,1
Germany,144,17,3,4,0,1
Switzerland,142,9,27,0,6,0
France,149,9,19,2,4,0
Hungary,153,10,11,2,1,2
Italy,155,11,8,2,2,0
Czech Republic,143,23,17,3,2,3
Austria,137,14,9,3,1,2
Netherlands,164,11,21,1,4,1
Spain,146,17,4,3,0,0
Portugal,167,1,13,0,3,0
United Kingdom,150,21,7,4,2,0
Trinidad and Tobago,16,5,11,1,5,2
Romania,169,10,6,3,1,0
Bulgaria,140,3,7,0,2,1
Belgium,138,8,11,2,2,0
El Salvador,15,9,0,1,0,0
Nicaragua,12,0,9,0,1,0
Bosnia and Herzegovina,139,13,12,2,2,1
Kenya,98,3,5,0,1,0
Uganda,124,5,3,1,0,0
Norway,165,22,15,4,1,1
Sweden,173,27,11,5,2,0
Finland,148,7,22,2,4,1
Argentina,18,13,4,4,1,2
Uruguay,29,7,10,2,3,2
Denmark,145,12,8,1,2,0
Greece,151,1,1,0,0,1
Estonia,147,14,12,2,2,2
Latvia,160,7,20,1,3,1
Lithuania,158,3,8,0,2,0
Guyana,25,4,4,2,1,2
Paraguay,26,9,4,2,1,0
Peru,27,1,12,0,3,0
