team,team-id,gol-done,gol-received,win,lost,draw
Paraguay,26,7,18,0,6,3
Argentina,18,23,12,10,2,5
Peru,27,12,18,1,6,3
Brazil,22,41,24,14,4,6
Chile,20,18,17,4,5,1
Uruguay,29,13,12,4,3,3
Italy,155,8,5,3,2,1
France,149,12,9,3,2,0
Turkey,73,6,7,1,2,2
Hungary,153,27,20,6,3,2
Philippines,63,0,9,0,3,0
South Korea,52,21,8,7,0,1
Mexico,11,2,5,0,2,2
Costa Rica,3,11,15,2,2,1
Lebanon,55,1,4,0,1,0
Haiti,9,9,4,3,0,1
Panama,13,5,10,0,4,0
Venezuela,30,6,6,2,1,1
Belgium,138,12,21,1,5,0
Switzerland,142,12,14,2,2,3
Germany,144,18,18,4,5,1
Netherlands,164,15,13,5,1,1
Malaysia,59,14,12,1,2,1
Cambodia,51,5,11,1,1,0
Austria,137,13,12,1,4,2
Portugal,167,8,5,2,1,1
Ireland,154,11,5,3,1,2
United Kingdom,150,22,8,5,0,3
Czech Republic,143,16,15,4,4,2
Bosnia and Herzegovina,139,21,17,4,5,2
Romania,169,3,4,2,2,0
Sweden,173,9,7,2,1,3
Finland,148,5,19,1,4,1
Russia,168,24,10,6,2,0
Denmark,145,15,23,1,5,2
Norway,165,11,14,2,3,2
Poland,166,13,12,2,3,2
Spain,146,1,3,0,1,0
India,43,7,5,1,2,0
China,38,9,10,3,2,0
Iceland,156,1,2,0,1,0
Madagascar,104,7,5,1,0,1
Belarus,141,4,9,1,2,0
Kyrgyzstan,50,0,1,0,1,0
Estonia,147,0,3,0,2,0
Lithuania,158,4,6,2,2,0
Moldova,163,4,1,1,0,0
Taiwan,74,0,2,0,1,0
Bulgaria,140,17,4,4,0,0
Israel,45,6,5,2,1,0
Indonesia,42,13,22,1,4,0
Croatia,152,5,2,1,0,0
Pakistan,62,1,1,0,0,1
Guyana,25,4,4,1,1,1
Suriname,28,4,4,1,1,1
Luxembourg,159,0,7,0,1,0
Nigeria,111,4,1,1,0,1
Togo,122,2,2,0,0,2
North Korea,64,4,0,2,0,0
Thailand,69,2,5,0,2,0
Ghana,96,5,7,1,1,1
United States of America,17,9,8,1,2,0
Sierra Leone,117,4,4,1,1,0
Gambia,94,0,1,0,1,0
Ethiopia,92,2,1,1,0,0
Sudan,114,1,2,0,1,0
Kenya,98,11,3,1,1,0
Uganda,124,8,4,2,0,0
Australia,129,1,7,0,1,0
