team,team-id,gol-done,gol-received,win,lost,draw
Libya,97,11,23,3,9,4
Egypt,90,20,10,7,3,3
Zimbabwe,128,9,15,3,6,2
Guinea,95,11,6,4,2,2
Togo,122,8,20,3,10,2
Morocco,100,14,6,5,3,3
Republic of Congo,87,12,20,3,7,5
Ghana,96,21,18,8,7,2
Tunisia,123,19,13,7,5,4
South Africa,126,5,7,4,4,3
Senegal,116,13,11,5,5,2
Ivory Coast,84,26,17,8,5,4
Jordan,47,21,13,7,6,4
Angola,78,25,22,6,6,5
Saudi Arabia,67,37,30,9,9,6
Sweden,173,13,15,5,4,6
United Arab Emirates,32,17,16,6,5,1
South Korea,52,26,19,8,6,6
Cameroon,85,15,4,5,1,2
Greece,151,11,8,5,3,2
Finland,148,11,10,3,3,6
Zambia,127,21,11,9,4,3
United States of America,17,20,14,6,4,3
Canada,2,4,3,2,2,1
Nigeria,111,10,3,6,1,1
Ecuador,24,10,12,3,6,2
Honduras,8,8,4,4,1,1
Mexico,11,14,12,6,5,1
Norway,165,12,15,2,4,4
Northern Cyprus,39,52,6,11,0,1
Kyrgyzstan,50,18,14,6,6,1
Lebanon,55,7,2,2,0,3
Croatia,152,31,16,7,4,4
Syria,68,16,20,3,6,4
Thailand,69,18,7,5,0,2
Oman,61,20,7,7,2,1
Kuwait,53,17,6,4,2,2
Palestine,65,24,14,5,5,2
Japan,48,30,19,9,6,4
Costa Rica,3,8,21,1,7,1
China,38,9,11,3,4,2
Iraq,46,24,21,6,5,3
Kazakhstan,49,9,16,2,6,6
Qatar,66,16,4,6,1,0
Tajikistan,70,28,20,7,6,0
India,43,4,26,0,6,1
Pakistan,62,7,29,1,8,1
New Zealand,132,8,14,3,4,1
Malaysia,59,3,6,0,3,3
Guatemala,7,6,14,0,5,1
Australia,129,19,13,6,3,4
Iran,44,23,14,6,2,5
Taiwan,74,3,30,1,5,1
Uzbekistan,76,14,4,3,1,2
Bangladesh,35,8,27,2,7,1
Yemen,77,12,17,4,6,1
Guyana,25,35,6,10,0,0
North Korea,64,0,0,0,0,1
Algeria,89,3,4,2,2,2
Burkina Faso,80,4,4,2,2,2
Azerbaijan,34,2,15,0,4,4
Ukraine,174,26,11,8,3,3
Bosnia and Herzegovina,139,13,22,1,5,2
Cyprus,40,10,15,2,4,1
Slovenia,172,9,14,3,4,1
Belarus,141,14,19,2,5,3
Iceland,156,4,10,1,4,1
Trinidad and Tobago,16,8,20,2,7,2
Romania,169,16,5,7,1,2
Armenia,33,0,9,0,5,1
Albania,136,7,8,1,3,2
Lithuania,158,12,9,4,3,1
Argentina,18,16,11,4,3,2
Austria,137,12,14,3,4,1
United Kingdom,150,28,7,9,1,4
Uruguay,29,13,7,5,3,2
France,149,30,9,12,2,3
Slovakia,171,23,13,6,2,1
Ireland,154,18,21,6,7,2
Israel,45,10,9,2,2,2
Denmark,145,16,6,5,1,3
Italy,155,25,12,8,2,6
Germany,144,55,15,13,2,3
Luxembourg,159,0,20,0,8,2
Belgium,138,12,7,4,2,3
Macedonia,161,7,5,4,3,1
Bulgaria,140,12,12,4,2,3
Georgia,41,14,15,3,6,1
Netherlands,164,20,7,9,1,4
Estonia,147,4,8,1,4,2
Poland,166,21,18,8,7,1
Russia,168,6,2,3,1,3
Brazil,22,25,5,10,1,1
Portugal,167,27,13,9,4,2
Switzerland,142,21,8,7,2,4
Spain,146,24,14,8,4,2
Republic of Serbia,170,14,14,5,3,3
Turkey,73,22,12,6,1,6
Czech Republic,143,26,12,7,3,3
Venezuela,30,5,10,3,4,2
Colombia,21,8,7,3,1,3
Paraguay,26,10,11,2,4,4
Equatorial Guinea,103,7,6,3,1,2
Chad,121,4,8,0,2,3
Central African Republic,83,2,2,0,0,1
Gabon,93,10,15,2,2,3
Philippines,63,10,8,2,2,1
Benin,81,3,4,1,2,0
Cambodia,51,10,10,2,3,1
Nepal,60,5,4,1,1,2
Bhutan,37,0,3,0,2,1
Sri Lanka,56,7,6,3,1,2
Brunei,36,2,2,1,1,1
Afghanistan,31,3,3,0,0,2
Jamaica,10,11,14,3,3,2
Lesotho,99,9,13,1,5,3
Swaziland,120,8,20,2,7,2
Kosovo,157,7,1,1,0,0
Chile,20,16,9,6,1,2
Mozambique,106,5,4,1,2,3
Peru,27,7,10,1,3,3
Botswana,82,5,3,3,2,5
Moldova,163,5,12,1,3,2
Madagascar,104,0,8,0,3,0
Hungary,153,11,12,4,4,0
Mali,105,4,0,4,0,1
Latvia,160,4,4,1,4,1
Greenland,6,5,8,1,4,1
Sudan,114,18,8,5,4,4
Malawi,108,13,12,4,4,3
Ethiopia,92,12,4,7,3,0
Namibia,109,9,10,2,3,1
Rwanda,112,8,11,2,5,3
Uganda,124,13,7,4,1,7
Kenya,98,2,7,0,4,1
Haiti,9,15,11,3,4,3
Panama,13,7,5,3,2,1
Indonesia,42,4,4,1,1,2
Niger,110,1,3,0,1,2
The Bahamas,1,7,15,2,3,0
Cuba,4,25,2,6,0,2
Burundi,79,7,8,2,2,1
Eritrea,91,2,1,1,0,1
Liberia,101,4,4,1,1,0
Gambia,94,2,1,1,1,0
Sierra Leone,117,0,2,0,1,1
El Salvador,15,1,7,0,3,1
Suriname,28,4,10,2,3,1
Dominican Republic,5,11,16,2,5,0
Mauritania,107,9,7,1,2,1
Laos,54,7,5,2,0,1
East Timor,72,3,14,0,3,0
Bolivia,19,4,1,1,0,0
Djibouti,88,3,18,0,5,0
Somalia,119,3,26,0,6,0
Vietnam,75,7,8,2,2,0
