team,team-id,gol-done,gol-received,win,lost,draw
Luxembourg,159,1,9,0,3,1
United Kingdom,150,20,8,7,2,3
Netherlands,164,4,2,2,1,2
Israel,45,6,5,1,2,2
Peru,27,26,30,6,8,3
Czech Republic,143,14,16,4,5,2
Cameroon,85,8,10,2,2,1
Ivory Coast,84,20,21,5,6,1
Sudan,114,8,6,4,2,0
Ethiopia,92,4,17,0,4,0
Republic of Congo,87,14,10,4,3,2
Ghana,96,10,5,3,1,3
Egypt,90,11,5,4,1,1
Guinea,95,22,15,6,2,2
Romania,169,9,11,2,4,4
Spain,146,10,3,4,0,1
Germany,144,46,23,13,4,3
Russia,168,20,6,6,1,5
Mexico,11,21,15,6,4,5
Bulgaria,140,17,23,1,4,6
Italy,155,20,13,6,1,4
El Salvador,15,0,16,0,6,0
Sweden,173,10,6,5,1,4
Belgium,138,8,10,2,4,0
Costa Rica,3,2,0,1,0,0
Brazil,22,36,13,12,1,1
Argentina,18,7,6,2,2,1
Chile,20,2,12,0,3,0
Burkina Faso,80,3,3,0,0,1
Niger,110,4,7,0,2,1
Mali,105,5,3,2,1,0
Qatar,66,4,7,0,2,1
Saudi Arabia,67,2,4,0,1,2
Kuwait,53,10,4,3,0,0
Uruguay,29,9,8,4,4,1
France,149,12,6,4,2,1
Bosnia and Herzegovina,139,9,9,3,2,4
Austria,137,5,9,1,4,2
Paraguay,26,1,1,0,0,2
Hungary,153,11,9,3,2,2
Haiti,9,1,1,0,0,1
Ireland,154,4,19,0,9,1
Switzerland,142,6,5,3,2,1
Ecuador,24,2,6,0,2,0
Poland,166,19,11,6,2,2
Portugal,167,2,2,1,1,0
Norway,165,6,11,2,4,1
Senegal,116,6,13,2,5,0
Denmark,145,2,14,0,6,3
Colombia,21,0,4,0,1,0
Finland,148,3,9,0,3,2
Morocco,100,6,9,1,3,1
Uganda,124,9,8,3,2,1
Honduras,8,1,0,1,0,0
Panama,13,0,1,0,1,0
Malaysia,59,25,18,7,4,4
Indonesia,42,43,34,9,7,1
South Korea,52,35,9,10,2,5
Malawi,108,9,7,2,2,1
Iceland,156,2,0,1,0,1
Gabon,93,5,4,1,2,1
New Caledonia,131,4,7,1,3,0
Iraq,46,0,7,0,2,0
India,43,17,12,4,3,0
Taiwan,74,4,4,1,1,1
Japan,48,13,8,3,1,2
Thailand,69,24,19,8,4,3
Lesotho,99,3,7,1,1,0
Libya,97,5,7,1,2,1
Tunisia,123,6,5,1,1,1
Iran,44,9,3,1,1,1
Pakistan,62,1,10,0,2,0
Turkey,73,7,4,2,0,2
Cuba,4,1,2,0,1,0
Kenya,98,3,7,0,3,0
Suriname,28,11,5,3,0,0
Trinidad and Tobago,16,5,6,0,1,3
Guyana,25,4,5,0,1,2
Greece,151,4,8,0,3,2
Sierra Leone,117,2,2,1,1,0
Albania,136,1,5,0,2,0
Australia,129,15,2,4,0,0
Togo,122,5,1,2,0,1
Benin,81,4,4,1,1,1
Zambia,127,5,1,1,0,0
Nigeria,111,1,2,0,1,1
Laos,54,5,9,1,3,0
Cambodia,51,4,7,0,1,2
Cyprus,40,2,4,0,1,1
Madagascar,104,3,5,1,1,0
Algeria,89,3,4,1,1,0
