team,team-id,gol-done,gol-received,win,lost,draw
United Kingdom,150,5,5,2,1,1
Belgium,138,6,11,1,3,1
Netherlands,164,13,7,4,1,0
Austria,137,21,14,6,3,1
Switzerland,142,6,15,2,4,1
Haiti,9,1,6,0,3,0
Jamaica,10,6,1,3,0,0
Italy,155,10,4,2,2,1
France,149,2,14,0,3,0
Hungary,153,13,17,2,5,2
Germany,144,10,6,2,2,0
Turkey,73,6,6,2,2,0
Bulgaria,140,3,6,0,2,0
Ireland,154,0,0,0,0,2
Romania,169,5,4,1,1,0
Russia,168,2,1,1,0,0
China,38,7,1,2,0,0
Japan,48,0,2,0,1,0
Philippines,63,1,5,0,1,0
Czech Republic,143,12,1,3,0,0
Spain,146,6,0,4,0,0
Norway,165,5,12,1,2,0
Finland,148,12,20,1,5,2
Sweden,173,26,13,5,2,0
Denmark,145,12,8,2,1,1
Portugal,167,1,0,1,0,0
Canada,2,2,6,1,1,0
United States of America,17,6,2,1,1,0
Lithuania,158,2,3,0,1,1
Estonia,147,5,2,2,0,1
Argentina,18,13,6,3,0,3
Paraguay,26,9,16,3,5,3
Uruguay,29,1,3,1,3,1
Poland,166,6,11,1,2,1
Latvia,160,5,7,0,1,2
Bosnia and Herzegovina,139,1,9,0,2,0
Brazil,22,11,9,2,1,1
