team,team-id,gol-done,gol-received,win,lost,draw
Suriname,28,3,1,1,0,0
Jamaica,10,1,3,0,2,0
Trinidad and Tobago,16,8,5,3,1,0
France,149,5,9,2,2,0
Netherlands,164,18,5,2,0,2
Spain,146,7,7,1,2,0
Austria,137,22,21,4,2,2
Portugal,167,3,6,0,2,0
United Kingdom,150,15,13,2,4,1
Czech Republic,143,10,7,2,2,1
Belgium,138,5,17,1,3,2
Poland,166,10,15,1,2,2
Germany,144,21,18,4,3,2
Ireland,154,21,17,4,3,1
Hungary,153,26,27,5,3,1
Switzerland,142,9,19,1,6,1
Italy,155,14,8,4,0,2
Luxembourg,159,3,12,0,2,0
Romania,169,13,7,3,1,0
Bosnia and Herzegovina,139,14,10,1,2,1
Greece,151,7,13,0,3,0
Bulgaria,140,6,8,1,1,0
Estonia,147,8,11,1,3,1
Latvia,160,16,9,4,0,1
Denmark,145,13,8,3,0,1
Sweden,173,15,11,3,2,0
Lithuania,158,5,9,1,3,0
Norway,165,11,15,1,3,2
Egypt,90,3,1,1,0,0
Finland,148,6,8,1,2,1
New Zealand,132,2,21,0,3,0
Australia,129,21,2,3,0,0
Turkey,73,3,3,0,0,1
Argentina,18,4,3,2,1,0
Uruguay,29,2,2,1,1,0
Brazil,22,3,2,1,0,0
Peru,27,2,3,0,1,0
Chile,20,1,2,0,1,0
