team,team-id,gol-done,gol-received,win,lost,draw
Ghana,96,9,4,3,1,1
Cyprus,40,3,19,0,4,1
Greece,151,7,19,1,6,4
Republic of Congo,87,22,15,6,3,4
Ivory Coast,84,14,12,2,2,5
Spain,146,10,15,1,5,5
Netherlands,164,6,11,1,5,3
Nigeria,111,15,4,8,1,3
Liberia,101,2,4,0,2,4
Australia,129,37,28,5,5,6
Czech Republic,143,22,16,5,6,5
Cameroon,85,7,3,2,1,3
Tunisia,123,6,8,2,3,2
Saudi Arabia,67,14,11,3,4,1
South Korea,52,39,10,13,2,2
Gabon,93,2,8,0,2,1
United Kingdom,150,23,13,8,3,2
Ireland,154,23,13,8,4,4
Gambia,94,6,6,1,2,5
Mali,105,14,8,4,3,1
Senegal,116,18,11,8,4,1
Guinea,95,16,16,4,5,5
Morocco,100,27,15,11,3,5
Mauritania,107,7,13,2,4,1
Germany,144,37,11,13,0,4
Italy,155,18,5,8,0,4
Romania,169,15,12,4,3,2
Poland,166,28,21,7,7,4
Fiji,130,13,15,2,4,2
New Zealand,132,16,23,3,6,4
New Caledonia,131,14,12,3,1,0
Vanuatu,135,6,10,0,4,0
Papua New Guinea,133,6,22,1,2,0
Solomon Islands,134,3,21,0,3,0
Mexico,11,26,19,6,4,5
Belgium,138,19,7,7,1,3
Luxembourg,159,4,27,2,9,0
France,149,15,6,3,2,1
Iraq,46,2,4,1,1,1
Sierra Leone,117,7,11,1,3,1
Honduras,8,26,15,9,3,6
Costa Rica,3,13,11,3,2,7
Egypt,90,6,7,2,2,1
Kuwait,53,14,7,4,1,2
Bulgaria,140,10,16,2,6,2
Algeria,89,15,16,4,2,4
Malaysia,59,22,20,5,4,5
Uruguay,29,23,8,6,4,3
China,38,23,8,6,3,2
Bosnia and Herzegovina,139,14,9,5,2,0
Russia,168,25,6,8,0,1
Hungary,153,12,15,3,4,2
Israel,45,1,5,0,2,3
Portugal,167,7,8,2,2,2
Switzerland,142,9,21,2,7,1
Guyana,25,9,16,2,5,1
Austria,137,13,8,4,2,1
Guatemala,7,20,18,3,7,7
Zambia,127,24,19,6,6,6
Zimbabwe,128,19,11,6,3,3
Mozambique,106,12,21,1,6,0
Libya,97,10,3,4,0,2
Sweden,173,8,16,2,5,3
Thailand,69,13,15,3,4,3
Malawi,108,8,10,3,4,4
Denmark,145,12,11,3,4,2
Panama,13,3,26,0,8,3
El Salvador,15,17,10,6,2,4
Japan,48,10,4,5,3,0
Argentina,18,20,8,6,1,2
Haiti,9,9,10,4,4,1
Ethiopia,92,3,6,1,1,1
Finland,148,4,26,0,7,2
Norway,165,14,11,4,2,1
Iceland,156,13,19,3,4,2
Brazil,22,17,5,6,1,1
Togo,122,4,8,2,3,0
Madagascar,104,7,7,1,1,5
Lesotho,99,5,11,1,2,1
Chile,20,3,4,0,1,2
Cuba,4,9,5,3,1,2
Kenya,98,9,16,3,4,1
Bolivia,19,9,17,1,5,2
Greenland,6,1,10,0,2,0
Colombia,21,1,4,0,1,0
Niger,110,3,4,1,2,2
Somalia,119,2,4,0,1,3
Peru,27,1,1,0,0,2
Trinidad and Tobago,16,6,5,2,1,4
United Arab Emirates,32,3,14,0,5,1
Iran,44,21,6,5,1,2
Suriname,28,5,3,2,1,1
Indonesia,42,8,25,2,6,4
Paraguay,26,7,11,2,2,1
Albania,136,3,8,1,3,0
Canada,2,12,5,4,1,3
North Korea,64,17,14,6,3,1
Bangladesh,35,2,17,0,4,0
Syria,68,4,3,2,1,2
Qatar,66,3,8,1,2,1
Turkey,73,10,11,2,4,0
Northern Cyprus,39,0,7,0,2,0
United States of America,17,7,9,2,2,2
Angola,78,1,1,0,0,3
Sudan,114,4,4,2,2,1
Benin,81,1,0,1,0,0
Brunei,36,0,5,0,2,0
