team,team-id,gol-done,gol-received,win,lost,draw
Palestine,65,12,17,4,4,3
Turkey,73,10,8,4,2,4
Venezuela,30,24,29,8,8,6
Laos,54,12,20,1,3,1
Taiwan,74,4,9,0,3,1
Nepal,60,15,20,6,4,4
Bhutan,37,2,24,0,7,0
Bangladesh,35,8,13,3,5,2
Tajikistan,70,14,19,5,5,2
Kyrgyzstan,50,5,13,1,4,0
Turkmenistan,71,8,6,1,1,2
Pakistan,62,2,10,0,3,4
Afghanistan,31,20,13,6,4,2
Cuba,4,5,22,1,5,2
New Zealand,132,1,7,0,2,1
Estonia,147,12,19,4,5,2
Uruguay,29,27,15,8,2,5
Jamaica,10,13,16,4,6,0
Lithuania,158,7,11,2,5,1
Montenegro,162,7,13,1,5,2
Bulgaria,140,3,12,1,5,2
Chad,121,4,10,1,3,1
Iceland,156,4,12,1,4,1
Zimbabwe,128,14,9,6,4,0
Paraguay,26,23,24,6,6,8
Rwanda,112,23,17,8,2,2
Algeria,89,5,5,3,1,1
Madagascar,104,6,15,1,5,1
Ethiopia,92,15,17,2,5,5
Sri Lanka,56,7,20,1,6,3
Equatorial Guinea,103,9,10,3,4,1
Oman,61,12,10,6,2,6
Tunisia,123,18,8,4,2,2
Guyana,25,14,10,6,3,1
Central African Republic,83,3,11,1,4,1
Liberia,101,5,7,2,2,2
Greenland,6,5,7,1,3,0
Falkland Islands,23,4,17,1,3,0
East Timor,72,1,7,0,2,0
Vietnam,75,15,6,3,2,0
Lebanon,55,16,29,4,7,1
The Bahamas,1,10,0,2,0,0
Solomon Islands,134,23,9,6,3,2
Dominican Republic,5,20,8,6,2,2
Yemen,77,0,6,0,2,1
Thailand,69,9,9,3,3,5
Fiji,130,29,8,6,3,0
Indonesia,42,12,22,2,6,2
Eritrea,91,2,7,0,2,1
Lesotho,99,3,6,1,2,3
Trinidad and Tobago,16,14,4,5,2,0
Papua New Guinea,133,22,4,2,1,1
Puerto Rico,14,8,4,2,1,3
Suriname,28,11,13,4,3,3
Djibouti,88,2,18,0,5,0
Somalia,119,1,16,0,4,1
