team,team-id,gol-done,gol-received,win,lost,draw
Belgium,138,17,8,5,2,1
Algeria,89,6,8,1,3,2
Ivory Coast,84,10,8,3,3,0
Republic of Congo,87,13,14,5,5,0
Ethiopia,92,14,9,4,3,0
Uganda,124,15,20,2,6,4
Ghana,96,18,9,6,1,1
Senegal,116,5,8,1,3,1
Nigeria,111,17,7,4,0,1
Sierra Leone,117,4,6,1,1,1
Israel,45,22,15,4,4,1
Switzerland,142,4,6,2,3,1
Cyprus,40,3,14,1,3,0
Sweden,173,19,11,4,2,3
United Kingdom,150,10,6,4,2,3
Burkina Faso,80,6,4,2,1,0
Guinea,95,12,10,3,2,2
Spain,146,9,7,2,2,3
Ireland,154,15,11,3,2,3
Mexico,11,25,18,6,3,7
Russia,168,10,8,3,2,5
Germany,144,15,9,5,1,6
Turkey,73,1,17,0,4,1
Tunisia,123,4,6,1,2,2
Morocco,100,1,0,1,0,1
Japan,48,6,10,1,2,1
Australia,129,6,6,1,1,1
Suriname,28,26,14,6,3,2
Bulgaria,140,8,5,3,1,1
Italy,155,8,4,3,1,2
France,149,4,11,0,3,2
Bosnia and Herzegovina,139,23,21,3,5,5
Netherlands,164,3,4,1,2,3
Togo,122,1,1,0,0,1
Benin,81,2,8,0,2,0
Poland,166,21,11,3,2,3
Czech Republic,143,10,2,4,0,0
Austria,137,12,12,1,4,2
Romania,169,3,4,1,1,3
Swaziland,120,4,0,2,0,0
Malawi,108,10,7,1,2,1
Hungary,153,2,3,1,1,0
El Salvador,15,17,10,6,2,2
Guatemala,7,4,6,1,3,1
Kenya,98,13,10,2,1,4
Iran,44,11,2,4,0,0
Taiwan,74,7,22,1,4,2
Paraguay,26,3,4,2,1,1
Argentina,18,16,17,3,5,3
Uruguay,29,7,16,1,4,3
Finland,148,5,27,0,6,0
Denmark,145,15,11,3,4,1
Brazil,22,52,27,13,5,2
Norway,165,12,18,3,3,1
Zambia,127,32,22,7,2,4
Portugal,167,5,6,1,2,0
Botswana,82,1,8,0,1,0
Peru,27,10,16,0,3,4
Honduras,8,8,4,3,1,2
Iceland,156,0,4,0,1,0
South Korea,52,13,15,4,3,0
Thailand,69,17,20,4,5,2
India,43,8,11,2,4,1
Indonesia,42,45,17,9,4,0
Malaysia,59,18,17,4,3,1
Chile,20,9,8,4,1,1
Guyana,25,1,2,0,1,0
Luxembourg,159,1,7,0,2,0
Costa Rica,3,12,5,3,1,3
United States of America,17,19,18,3,3,1
New Zealand,132,6,3,1,1,0
Fiji,130,1,7,0,2,0
New Caledonia,131,6,4,2,1,1
Canada,2,4,0,1,0,1
Greece,151,4,3,1,1,0
Colombia,21,0,1,0,1,0
Haiti,9,17,12,4,2,0
Sudan,114,7,7,1,1,1
Puerto Rico,14,0,9,0,2,0
Gambia,94,1,2,0,1,0
Trinidad and Tobago,16,4,10,1,2,1
Laos,54,0,9,0,3,0
Jamaica,10,2,11,0,4,0
Cameroon,85,7,6,1,1,1
