team,team-id,gol-done,gol-received,win,lost,draw
Italy,155,13,6,3,0,3
Ethiopia,92,18,12,3,4,1
Somalia,119,1,14,0,2,0
Mexico,11,21,16,7,6,5
Senegal,116,5,10,2,3,0
Morocco,100,14,15,4,6,4
Kenya,98,5,9,2,4,1
Uganda,124,24,6,6,1,0
Sudan,114,15,13,4,2,4
Denmark,145,26,18,6,5,1
United Kingdom,150,24,7,8,1,2
Romania,169,7,6,2,1,4
Suriname,28,19,8,4,1,1
Saudi Arabia,67,1,2,0,1,0
Turkey,73,15,12,4,3,0
Benin,81,2,1,1,0,1
Niger,110,2,16,0,2,1
Republic of Congo,87,28,5,6,0,2
Cameroon,85,4,7,0,3,0
Libya,97,3,5,1,1,0
Malawi,108,8,28,1,5,3
Zimbabwe,128,10,6,1,0,5
Guinea,95,9,5,1,0,3
Sierra Leone,117,1,1,0,0,1
Colombia,21,14,28,1,9,3
Haiti,9,12,6,4,3,1
Jamaica,10,7,12,2,4,0
Hungary,153,23,16,5,3,2
France,149,9,10,3,2,1
Russia,168,16,6,5,1,2
Belgium,138,4,6,2,2,0
Spain,146,10,5,3,2,1
Guatemala,7,9,6,1,1,2
Bosnia and Herzegovina,139,14,8,3,2,1
Sweden,173,24,10,9,2,0
Iran,44,15,8,3,1,0
Iraq,46,4,6,0,2,2
Algeria,89,7,5,3,2,1
Pakistan,62,7,18,1,3,0
Israel,45,13,8,3,1,3
Greece,151,15,11,2,0,5
Argentina,18,8,9,2,2,4
Paraguay,26,9,11,4,5,3
Cyprus,40,1,23,0,4,0
Germany,144,42,18,9,2,6
Netherlands,164,9,4,3,2,1
Luxembourg,159,6,23,1,5,0
Switzerland,142,4,10,1,4,1
Portugal,167,3,7,0,3,3
Brazil,22,30,6,9,0,0
Peru,27,24,17,8,4,2
Czech Republic,143,12,9,3,2,1
Austria,137,9,5,3,1,2
United States of America,17,0,3,0,2,0
Poland,166,29,11,6,2,1
Bulgaria,140,10,11,3,3,2
Guyana,25,5,5,1,1,2
Tunisia,123,4,7,0,1,4
Ireland,154,6,21,0,7,5
Togo,122,1,1,0,0,1
Norway,165,18,28,4,6,1
Nigeria,111,11,14,2,2,3
Ghana,96,17,4,2,1,1
El Salvador,15,12,12,5,3,0
Gambia,94,2,6,0,1,0
Finland,148,10,23,2,4,1
Chile,20,13,12,3,3,5
Honduras,8,3,6,1,2,0
Uruguay,29,7,3,4,2,1
Ecuador,24,6,9,1,3,1
Iceland,156,6,9,1,3,0
Madagascar,104,3,0,1,0,0
Swaziland,120,0,3,0,1,0
Egypt,90,6,12,2,2,1
Australia,129,11,9,2,1,6
New Caledonia,131,19,4,4,0,2
New Zealand,132,4,11,1,4,1
Bolivia,19,5,6,2,2,0
Venezuela,30,1,18,0,5,1
Fiji,130,6,16,1,3,0
Solomon Islands,134,4,20,0,3,1
Vanuatu,135,10,5,1,0,1
Ivory Coast,84,6,1,2,0,2
Papua New Guinea,133,2,1,1,0,0
Gabon,93,0,1,0,1,0
Zambia,127,17,10,3,1,0
Costa Rica,3,9,4,2,1,1
Japan,48,4,8,0,2,2
South Korea,52,14,5,5,1,3
Mali,105,0,4,0,1,1
Palestine,65,1,3,0,1,1
Malaysia,59,9,9,2,2,2
Thailand,69,6,11,1,3,2
India,43,8,16,2,4,0
Indonesia,42,25,7,6,1,0
Panama,13,1,2,0,1,0
Laos,54,5,16,1,3,1
Trinidad and Tobago,16,4,10,1,2,0
North Korea,64,3,1,1,0,0
