team,team-id,gol-done,gol-received,win,lost,draw
South Africa,126,12,7,4,3,4
Botswana,82,12,22,2,6,6
Zimbabwe,128,11,10,3,4,2
Gabon,93,12,12,5,2,5
Burkina Faso,80,11,16,4,7,3
Tunisia,123,27,18,8,4,3
Sudan,114,13,24,4,8,4
Nigeria,111,13,8,4,2,5
Angola,78,14,12,4,2,8
Senegal,116,12,15,3,5,3
Ivory Coast,84,26,5,11,0,4
Sierra Leone,117,13,18,2,4,4
Zambia,127,18,9,9,4,4
Namibia,109,3,4,1,2,5
Oman,61,26,24,8,7,5
Republic of Congo,87,26,18,7,6,4
Lesotho,99,5,18,1,5,4
Libya,97,21,11,8,3,4
Kuwait,53,14,23,6,6,4
Uzbekistan,76,14,14,5,5,3
Sweden,173,28,19,9,3,1
Thailand,69,31,10,10,3,1
Norway,165,15,10,5,3,2
Equatorial Guinea,103,9,15,4,4,1
United States of America,17,23,13,9,2,3
Venezuela,30,11,18,2,6,3
Lebanon,55,12,27,4,11,2
Iraq,46,22,21,7,7,6
Trinidad and Tobago,16,26,11,5,4,2
Finland,148,18,14,5,2,3
Niger,110,5,13,1,8,2
Morocco,100,21,20,5,7,4
Ghana,96,18,10,6,4,3
Mali,105,11,7,5,3,1
Guinea,95,15,13,4,4,4
Mexico,11,24,7,10,2,0
Panama,13,12,12,6,5,2
Romania,169,19,10,6,2,2
Turkmenistan,71,14,10,5,2,1
United Arab Emirates,32,26,9,8,1,1
Liberia,101,8,11,3,5,3
Paraguay,26,15,15,6,4,1
Chile,20,15,18,4,6,1
North Korea,64,26,4,8,0,3
China,38,10,13,3,3,2
Guyana,25,55,70,13,19,3
Jamaica,10,21,14,8,6,3
Cuba,4,11,17,5,9,1
Guatemala,7,19,21,5,7,2
Iran,44,21,11,6,3,7
Jordan,47,16,24,4,8,3
India,43,8,22,2,7,2
Japan,48,21,9,8,2,2
Iceland,156,14,15,4,6,0
Nicaragua,12,7,5,2,1,1
Puerto Rico,14,21,21,3,7,1
Azerbaijan,34,10,12,2,4,4
Palestine,65,19,22,6,7,4
South Korea,52,19,13,5,3,1
Egypt,90,41,13,13,2,5
Kenya,98,15,19,5,8,2
Armenia,33,13,12,4,5,0
Republic of Serbia,170,12,12,3,5,3
Bosnia and Herzegovina,139,20,7,5,3,1
Brazil,22,38,13,9,3,1
Canada,2,9,13,4,3,2
Australia,129,33,13,7,3,3
Saudi Arabia,67,16,18,4,6,3
Austria,137,13,8,4,2,2
Indonesia,42,6,18,2,3,4
Bolivia,19,12,7,4,2,2
Burundi,79,10,3,5,1,1
Chad,121,4,10,1,3,1
Malawi,108,12,15,4,6,3
Uganda,124,24,11,8,3,4
Croatia,152,17,14,5,3,3
Cyprus,40,4,12,1,5,1
Denmark,145,11,18,2,6,3
Russia,168,22,7,7,1,5
Ecuador,24,11,6,5,1,2
Honduras,8,16,7,4,3,4
El Salvador,15,13,20,3,6,3
Estonia,147,10,22,5,8,0
United Kingdom,150,25,13,7,2,4
Netherlands,164,29,15,7,5,1
Ethiopia,92,10,13,3,4,3
Benin,81,5,6,1,1,4
Gambia,94,5,10,0,3,2
Algeria,89,15,5,5,2,0
Georgia,41,7,9,3,3,2
Albania,136,9,8,4,3,2
Germany,144,32,22,8,4,2
France,149,21,12,8,3,3
Greece,151,17,12,7,2,4
Belgium,138,16,9,4,2,3
Cameroon,85,20,15,7,4,4
Taiwan,74,2,18,0,4,0
Hungary,153,14,10,4,2,3
Bulgaria,140,8,8,3,2,4
Qatar,66,7,13,2,5,3
Ireland,154,20,37,4,8,7
Czech Republic,143,14,12,5,4,4
Israel,45,15,15,2,5,2
