team,team-id,gol-done,gol-received,win,lost,draw
Bulgaria,140,10,7,3,2,2
Japan,48,1,0,1,0,1
Italy,155,5,8,3,2,0
Belgium,138,7,14,1,5,1
Lebanon,55,2,3,0,1,0
Chile,20,21,11,3,2,2
Ecuador,24,4,22,0,5,0
Argentina,18,18,6,4,0,1
Paraguay,26,10,20,1,4,2
Peru,27,13,11,2,1,2
Uruguay,29,12,12,2,2,1
Netherlands,164,13,6,4,1,2
Denmark,145,12,17,2,2,3
Spain,146,8,9,1,2,2
France,149,11,7,4,1,2
Czech Republic,143,12,11,3,2,0
Austria,137,13,19,3,3,1
Germany,144,13,13,4,4,0
United Kingdom,150,22,11,4,3,1
Sweden,173,22,26,3,4,2
Ireland,154,12,16,3,4,1
Hungary,153,53,16,10,0,2
Switzerland,142,8,17,0,5,1
Portugal,167,10,13,2,3,0
Norway,165,6,17,1,5,2
Bosnia and Herzegovina,139,15,7,3,1,3
Finland,148,4,20,0,5,0
Egypt,90,1,6,0,2,0
Ghana,96,8,0,2,0,0
Nigeria,111,0,8,0,2,0
Romania,169,8,10,2,2,2
Poland,166,6,4,1,0,2
El Salvador,15,10,15,3,3,2
Honduras,8,10,8,2,2,3
Russia,168,23,6,3,0,2
Iceland,156,3,6,1,1,0
Madagascar,104,6,3,2,0,0
New Caledonia,131,1,1,0,0,1
Costa Rica,3,29,8,7,1,0
Guatemala,7,10,16,2,3,0
Cuba,4,2,17,0,5,0
United States of America,17,2,3,0,1,0
Australia,129,1,23,0,5,0
South Africa,126,23,1,5,0,0
India,43,7,15,2,1,0
Brazil,22,9,5,2,0,2
Kenya,98,8,1,1,1,0
Uganda,124,6,1,2,0,0
Suriname,28,11,3,3,0,0
Trinidad and Tobago,16,3,11,0,3,0
Pakistan,62,4,2,1,0,0
Sri Lanka,56,4,7,0,2,0
Turkey,73,3,1,1,0,0
