team,team-id,gol-done,gol-received,win,lost,draw
Mexico,11,15,10,4,1,1
Italy,155,4,6,1,1,2
Germany,144,6,8,2,3,1
Guatemala,7,8,12,1,3,1
Switzerland,142,11,19,1,4,2
Austria,137,5,9,2,3,1
Spain,146,6,1,2,1,0
France,149,5,23,0,5,1
Belgium,138,9,10,2,1,2
Ireland,154,5,2,2,1,0
Hungary,153,13,4,4,1,1
United Kingdom,150,24,13,4,1,3
Netherlands,164,13,3,2,0,2
Czech Republic,143,17,5,3,0,1
Denmark,145,8,6,3,1,0
Argentina,18,21,14,6,3,3
Paraguay,26,6,9,2,4,0
Sweden,173,21,23,4,4,1
China,38,8,1,2,0,0
Philippines,63,0,3,0,1,0
Japan,48,1,5,0,1,0
Poland,166,11,11,1,2,2
Bosnia and Herzegovina,139,8,6,2,0,1
Australia,129,5,8,1,2,0
New Zealand,132,8,5,2,1,0
Romania,169,4,11,0,2,2
Norway,165,10,8,2,3,1
Finland,148,14,19,2,5,0
Uruguay,29,12,8,4,1,3
Lithuania,158,0,5,0,1,0
Estonia,147,11,10,2,2,1
Latvia,160,1,1,0,0,1
Russia,168,4,2,1,0,0
Turkey,73,2,2,0,0,1
Brazil,22,6,7,2,4,0
Chile,20,1,8,0,2,0
Portugal,167,0,3,0,1,0
