team,team-id,gol-done,gol-received,win,lost,draw
Germany,144,28,14,7,4,3
Togo,122,0,3,0,1,0
Republic of Congo,87,22,39,5,10,1
Jamaica,10,15,21,4,4,2
Cuba,4,3,5,1,2,1
Ivory Coast,84,16,11,6,3,0
Portugal,167,9,4,4,1,2
Turkey,73,11,27,3,7,1
Israel,45,1,13,0,5,1
Netherlands,164,3,4,1,2,2
Trinidad and Tobago,16,5,17,1,5,0
Suriname,28,20,9,3,3,0
Costa Rica,3,30,8,9,2,5
Kenya,98,33,39,5,5,4
Ethiopia,92,8,14,3,3,0
Uganda,124,15,19,2,4,3
Honduras,8,3,12,0,5,2
Mexico,11,33,6,10,0,3
Tunisia,123,7,3,2,1,2
Morocco,100,2,2,1,2,2
United States of America,17,4,5,1,1,2
El Salvador,15,10,5,3,1,1
Nicaragua,12,2,4,1,1,0
Guatemala,7,5,11,1,3,0
Paraguay,26,13,12,5,4,2
Japan,48,12,5,3,0,2
Kuwait,53,1,6,0,2,0
Italy,155,19,8,4,2,3
Libya,97,5,1,2,0,0
Switzerland,142,5,2,3,1,2
Ireland,154,13,19,4,5,2
Greece,151,4,12,0,3,1
Cyprus,40,2,19,1,4,0
Lebanon,55,0,2,0,1,0
France,149,7,4,3,2,1
Austria,137,7,13,2,4,2
Belgium,138,14,10,4,3,1
Malaysia,59,6,15,0,4,3
Guinea,95,10,12,3,4,0
Senegal,116,11,6,3,2,1
Peru,27,9,12,2,5,0
Haiti,9,1,4,0,1,1
Poland,166,12,11,2,2,4
United Kingdom,150,13,8,5,1,3
Albania,136,2,8,0,3,1
Ghana,96,47,14,9,1,1
Chile,20,21,12,5,2,4
Sudan,114,8,4,2,1,1
Mali,105,8,10,2,3,1
Bosnia and Herzegovina,139,8,8,2,2,3
Czech Republic,143,12,4,3,2,1
Uruguay,29,18,11,5,3,2
Indonesia,42,8,10,2,3,1
Sri Lanka,56,0,5,0,1,0
Romania,169,9,7,3,3,0
Hungary,153,13,10,4,2,1
Spain,146,5,4,2,2,1
Sweden,173,16,12,2,4,3
Bulgaria,140,19,11,6,1,1
Venezuela,30,4,15,0,4,0
Russia,168,25,13,6,2,4
Norway,165,17,10,3,2,3
Thailand,69,5,15,1,2,2
Iran,44,7,4,2,1,1
Finland,148,10,16,2,4,1
Luxembourg,159,5,13,0,3,0
Liberia,101,4,9,1,3,0
Brazil,22,25,6,7,0,3
Argentina,18,12,4,4,0,5
Denmark,145,14,19,3,3,2
Algeria,89,0,3,0,1,1
Benin,81,7,1,2,0,0
Iceland,156,1,3,0,1,0
Colombia,21,4,10,1,3,0
Ecuador,24,7,7,2,2,1
Pakistan,62,2,7,0,2,0
Bolivia,19,4,9,1,3,0
Guyana,25,0,12,0,2,0
Jordan,47,0,0,0,0,1
Iraq,46,0,0,0,0,1
China,38,11,7,3,1,1
North Korea,64,23,2,7,0,0
Cambodia,51,2,8,0,2,3
South Korea,52,7,4,3,1,2
India,43,10,5,3,1,2
Taiwan,74,3,7,0,2,1
Gabon,93,3,6,0,1,1
Nigeria,111,6,11,1,3,1
New Caledonia,131,6,2,2,0,0
Zambia,127,10,10,1,1,2
Australia,129,9,11,3,3,1
