team,team-id,gol-done,gol-received,win,lost,draw
Kazakhstan,49,2,8,1,4,0
Morocco,100,30,6,7,1,2
Tunisia,123,22,16,7,5,2
Saudi Arabia,67,45,22,14,4,6
Ghana,96,20,29,7,8,7
Trinidad and Tobago,16,38,22,9,9,4
Venezuela,30,8,26,2,9,3
Sierra Leone,117,4,16,2,6,0
Liberia,101,8,8,2,4,1
Zimbabwe,128,13,10,3,2,3
Gabon,93,20,13,7,3,7
Egypt,90,17,11,5,3,2
Canada,2,14,7,6,2,1
Honduras,8,23,29,6,7,8
El Salvador,15,23,24,5,8,3
Mexico,11,31,20,9,6,3
Mozambique,106,6,9,3,5,2
Brazil,22,31,12,8,1,2
South Africa,126,21,5,10,2,1
Cameroon,85,9,11,2,2,2
United States of America,17,28,19,10,4,2
Guatemala,7,21,23,8,8,4
Ivory Coast,84,6,13,2,4,2
Jamaica,10,24,16,10,7,4
Cuba,4,32,28,8,7,5
Zambia,127,28,14,10,5,4
Algeria,89,11,7,4,2,1
Angola,78,12,10,3,3,1
Burkina Faso,80,10,19,2,6,6
Lebanon,55,20,16,6,3,3
Cyprus,40,9,15,3,5,2
Armenia,33,5,23,1,5,3
Republic of Congo,87,20,21,7,7,3
Greece,151,14,10,5,3,1
Israel,45,13,17,3,5,1
Kyrgyzstan,50,3,7,1,3,0
Yemen,77,2,8,1,3,0
China,38,28,22,5,8,1
Philippines,63,1,46,0,10,0
Ecuador,24,24,12,10,4,2
Bolivia,19,23,23,5,7,5
Chile,20,18,11,5,2,3
Iceland,156,14,22,4,5,2
Slovenia,172,11,12,1,4,3
Russia,168,33,14,9,2,4
Luxembourg,159,2,10,0,4,1
Spain,146,20,6,6,0,5
Norway,165,12,1,5,1,1
Thailand,69,61,28,12,4,3
Finland,148,8,16,1,6,2
Australia,129,21,9,5,4,2
Japan,48,28,13,10,2,1
Peru,27,18,18,4,5,3
Paraguay,26,15,9,6,3,2
Turkey,73,19,19,6,6,2
Belarus,141,10,20,1,5,4
Azerbaijan,34,6,13,2,4,2
Estonia,147,16,12,3,3,6
Oman,61,35,26,8,12,5
Qatar,66,38,23,10,7,2
Poland,166,8,17,2,5,3
France,149,21,4,9,1,3
Lithuania,158,18,20,4,4,2
Portugal,167,13,6,6,3,3
Germany,144,33,9,10,1,5
Sweden,173,16,8,6,3,2
Kuwait,53,42,30,13,7,6
Indonesia,42,33,40,4,10,3
Croatia,152,26,14,7,2,5
Malaysia,59,24,7,4,1,3
India,43,6,19,1,3,1
Syria,68,16,22,5,8,2
Colombia,21,27,12,10,1,2
Haiti,9,16,12,3,3,3
Turkmenistan,71,5,10,1,4,2
Latvia,160,5,11,0,5,3
South Korea,52,44,30,8,5,3
Switzerland,142,8,12,2,6,2
United Arab Emirates,32,32,25,12,5,9
Dominican Republic,5,10,23,3,3,2
Guyana,25,6,14,1,4,1
Suriname,28,11,17,3,5,3
Czech Republic,143,25,14,8,4,4
Austria,137,7,1,5,0,1
Belgium,138,7,8,2,2,2
Georgia,41,7,18,1,7,0
Denmark,145,13,7,7,2,1
Nicaragua,12,1,4,0,3,0
Ireland,154,23,22,4,8,6
Macedonia,161,18,11,4,3,1
Republic of Serbia,170,22,7,6,2,1
Romania,169,22,8,6,5,0
Slovakia,171,19,12,4,3,1
Moldova,163,7,16,1,5,1
Ukraine,174,12,9,3,2,1
Hungary,153,8,15,3,5,0
Ethiopia,92,5,4,1,1,2
Gambia,94,4,8,1,2,1
Senegal,116,7,7,3,2,2
Bosnia and Herzegovina,139,5,13,2,4,1
Argentina,18,12,10,2,2,3
Albania,136,2,8,0,3,2
United Kingdom,150,21,4,7,0,4
Netherlands,164,23,10,6,2,3
Bulgaria,140,20,10,6,3,2
Uruguay,29,10,12,3,4,1
Iran,44,47,9,13,2,4
Tajikistan,70,4,5,1,1,0
Uzbekistan,76,10,17,2,6,0
Malawi,108,9,10,4,3,2
Solomon Islands,134,3,4,0,1,2
Niger,110,0,0,0,0,1
Swaziland,120,0,4,0,3,0
Mauritania,107,1,6,0,2,3
Guinea,95,12,9,3,2,2
Madagascar,104,3,4,0,1,2
Uganda,124,13,14,3,3,6
Kenya,98,12,19,5,7,2
Italy,155,12,8,4,2,2
Namibia,109,10,8,2,1,2
Sudan,114,10,12,4,3,4
Belize,0,2,6,0,2,0
Panama,13,21,20,7,6,4
Burundi,79,2,0,2,0,0
Rwanda,112,6,12,0,4,3
Togo,122,13,9,5,2,2
Costa Rica,3,14,12,6,4,4
Nigeria,111,4,7,1,3,0
Nepal,60,2,26,0,6,0
Sri Lanka,56,9,29,3,5,1
New Zealand,132,6,10,2,3,1
Vietnam,75,27,15,5,2,2
Taiwan,74,1,8,0,2,0
Benin,81,10,10,1,2,5
Jordan,47,4,1,1,1,0
Pakistan,62,0,7,0,2,0
Botswana,82,0,6,0,1,1
Iraq,46,14,4,5,2,0
Mali,105,11,10,3,3,3
Cambodia,51,1,12,0,4,0
Laos,54,5,10,1,2,1
Brunei,36,1,15,1,3,0
Papua New Guinea,133,3,2,1,0,1
Vanuatu,135,2,3,0,1,1
Central African Republic,83,2,3,0,1,0
