team,team-id,gol-done,gol-received,win,lost,draw
United Arab Emirates,32,1,2,0,1,2
Oman,61,2,0,2,0,1
Estonia,147,4,7,1,3,2
Sweden,173,9,8,4,4,3
Denmark,145,6,3,3,1,5
Indonesia,42,1,10,0,2,0
Iceland,156,17,17,2,5,2
Jordan,47,6,3,2,1,1
Finland,148,9,3,3,1,1
Moldova,163,1,6,0,3,2
South Korea,52,13,15,4,6,2
United States of America,17,6,3,2,1,2
Bosnia and Herzegovina,139,4,2,2,1,3
Azerbaijan,34,7,6,2,2,2
Jamaica,10,8,4,2,0,2
Mexico,11,8,9,5,4,1
Latvia,160,4,7,1,3,2
Saudi Arabia,67,13,23,4,7,1
Iraq,46,7,5,1,1,2
Iran,44,11,6,5,3,1
Sierra Leone,117,0,4,0,1,0
Qatar,66,5,4,1,0,1
Kuwait,53,4,5,1,2,1
Laos,54,2,3,0,1,1
Cambodia,51,2,2,1,1,0
Madagascar,104,4,4,2,2,3
Togo,122,2,2,0,0,2
South Africa,126,7,2,2,0,2
Angola,78,5,5,1,1,3
New Caledonia,131,3,4,0,1,1
Zambia,127,3,4,1,1,2
Zimbabwe,128,5,6,0,1,4
Algeria,89,7,11,1,4,0
Palestine,65,0,3,0,2,2
Belize,0,4,2,1,0,1
Burkina Faso,80,3,2,2,1,0
China,38,4,10,2,2,0
Panama,13,3,19,1,6,1
Dominican Republic,5,6,1,2,0,0
Kyrgyzstan,50,7,5,2,1,0
Malaysia,59,11,4,2,1,1
Mongolia,58,2,4,0,1,1
Luxembourg,159,2,4,2,1,1
Nicaragua,12,6,4,1,0,1
Cuba,4,4,6,0,1,1
Philippines,63,5,3,2,0,0
Fiji,130,2,4,0,2,0
Slovakia,171,7,6,2,1,1
Thailand,69,2,5,0,2,1
Gabon,93,0,0,0,0,1
Austria,137,10,4,4,1,0
Slovenia,172,2,5,1,2,0
Belarus,141,4,3,2,1,1
Bulgaria,140,2,2,1,1,0
Bolivia,19,2,10,0,3,2
Cyprus,40,0,3,0,1,1
Montenegro,162,2,4,0,1,3
Macedonia,161,1,1,0,0,2
France,149,21,10,8,1,2
Colombia,21,9,5,3,1,3
Gambia,94,1,1,0,0,1
Central African Republic,83,8,6,2,0,2
Germany,144,6,9,2,4,1
Spain,146,16,9,3,0,5
Greece,151,1,3,1,2,0
Switzerland,142,15,6,4,1,3
Trinidad and Tobago,16,1,1,1,1,1
Hungary,153,4,7,0,3,1
Kazakhstan,49,7,4,2,1,0
Italy,155,5,8,1,2,2
Argentina,18,13,15,3,3,1
Japan,48,12,16,2,5,2
Mali,105,1,1,0,0,1
Netherlands,164,5,3,1,1,2
United Kingdom,150,17,6,6,1,2
Norway,165,9,3,4,0,0
Australia,129,9,10,2,3,2
Peru,27,12,3,5,2,1
Croatia,152,13,9,5,2,2
Poland,166,11,10,3,3,1
Nigeria,111,6,10,2,5,1
Portugal,167,13,12,3,2,4
Egypt,90,4,13,0,6,2
Russia,168,13,15,2,4,3
Brazil,22,17,3,7,1,1
Costa Rica,3,7,12,2,5,1
Senegal,116,8,7,2,2,4
Uzbekistan,76,1,7,0,3,1
Republic of Serbia,170,10,8,3,4,0
Morocco,100,11,7,4,2,2
Tunisia,123,11,13,3,3,2
Turkey,73,8,6,2,0,3
Ireland,154,4,8,2,3,1
Ukraine,174,7,3,2,0,2
Uruguay,29,13,3,7,1,0
Czech Republic,143,5,7,2,2,0
Armenia,33,1,2,0,1,3
Botswana,82,14,3,5,0,2
Lesotho,99,2,3,1,2,1
Canada,2,1,0,1,0,0
New Zealand,132,4,4,2,2,0
Kenya,98,11,10,3,3,1
Georgia,41,7,1,3,1,0
Lithuania,158,2,12,1,4,1
Israel,45,1,2,0,1,0
Romania,169,8,3,4,0,0
Ivory Coast,84,4,3,1,0,1
Kosovo,157,6,0,3,0,0
Mauritania,107,2,0,1,0,0
Guinea,95,0,2,0,1,0
Syria,68,3,3,0,0,2
Chile,20,7,6,2,1,2
Uganda,124,4,4,1,2,1
Cameroon,85,3,2,1,1,0
Albania,136,1,8,0,3,0
Afghanistan,31,2,1,1,0,0
Turkmenistan,71,0,4,0,1,0
Belgium,138,25,7,8,1,1
Vietnam,75,1,1,0,0,1
North Korea,64,2,0,1,0,0
India,43,10,4,2,2,0
Bangladesh,35,2,2,0,0,1
Lebanon,55,2,1,1,0,0
Bhutan,37,0,14,0,2,0
Namibia,109,3,5,1,1,1
Tajikistan,70,1,2,0,1,0
Swaziland,120,1,3,1,2,1
Taiwan,74,1,10,1,3,0
Republic of Congo,87,1,3,0,1,1
Malawi,108,1,2,0,1,3
Paraguay,26,2,5,0,2,0
Yemen,77,2,1,1,0,0
Nepal,60,1,2,0,1,0
Niger,110,5,4,1,0,1
Mozambique,106,6,3,2,1,0
Equatorial Guinea,103,0,1,0,1,0
Honduras,8,0,3,0,2,0
Haiti,9,0,4,0,1,0
Ghana,96,4,2,1,0,1
Northern Cyprus,39,17,6,3,0,3
El Salvador,15,1,0,1,0,0
Guyana,25,2,3,1,1,0
