team,team-id,gol-done,gol-received,win,lost,draw
Mali,105,15,16,4,5,7
Benin,81,3,13,0,4,1
Mauritania,107,6,12,2,5,2
Egypt,90,11,10,4,4,4
Hungary,153,21,19,4,5,3
Niger,110,5,4,2,1,3
Senegal,116,15,12,7,5,3
Turkey,73,9,16,2,4,3
Romania,169,15,16,6,4,5
Tunisia,123,10,4,5,2,1
Guinea,95,10,16,1,6,3
Greece,151,13,20,3,6,2
Sierra Leone,117,4,2,3,1,0
Gambia,94,9,7,2,2,2
Germany,144,38,20,12,7,3
Cyprus,40,3,17,0,4,2
Italy,155,7,10,2,4,1
Syria,68,2,3,0,1,1
Japan,48,4,3,1,0,2
Portugal,167,8,12,4,3,1
France,149,11,6,2,1,4
Spain,146,21,6,5,1,1
Netherlands,164,14,8,4,2,1
Nigeria,111,8,10,4,4,7
New Zealand,132,8,4,4,1,1
Australia,129,7,10,1,4,2
Cameroon,85,14,12,3,3,2
United Kingdom,150,15,3,6,1,4
Ivory Coast,84,15,11,7,2,2
Gabon,93,2,3,0,1,1
Suriname,28,0,1,0,1,1
South Korea,52,19,10,6,2,4
Morocco,100,4,4,1,3,3
Costa Rica,3,6,3,2,2,1
Mexico,11,20,4,6,0,1
Finland,148,2,13,0,4,1
Republic of Congo,87,12,6,5,1,1
Ethiopia,92,25,26,6,10,4
Kenya,98,16,8,7,1,5
Russia,168,16,6,5,1,3
Poland,166,7,8,1,2,3
Bulgaria,140,14,16,5,4,0
Togo,122,28,18,8,7,1
Czech Republic,143,12,5,3,2,3
Djibouti,88,3,12,0,2,0
Luxembourg,159,4,23,0,5,0
Albania,136,4,8,0,4,1
Belgium,138,8,8,2,1,3
Ireland,154,23,9,8,4,2
Bosnia and Herzegovina,139,11,14,4,3,2
Switzerland,142,12,14,3,5,4
Uganda,124,11,12,4,5,1
Angola,78,1,1,1,1,0
Mozambique,106,3,6,1,2,1
Guatemala,7,3,6,1,2,2
Algeria,89,21,8,7,2,1
Haiti,9,0,2,0,1,0
United States of America,17,2,0,1,0,0
Libya,97,12,8,4,4,1
Madagascar,104,10,5,4,1,2
Sudan,114,11,18,4,6,2
Zambia,127,1,2,0,1,1
Rwanda,112,0,6,0,2,0
Jordan,47,1,2,0,1,0
Guyana,25,4,6,2,2,3
Austria,137,6,12,1,3,2
Denmark,145,16,3,6,1,0
Sweden,173,33,6,9,2,1
Brazil,22,21,12,5,2,7
Chile,20,26,16,7,4,4
Ghana,96,14,8,7,3,1
Iraq,46,2,1,1,0,0
Honduras,8,6,1,3,0,0
Indonesia,42,1,10,0,4,0
Taiwan,74,2,0,1,0,0
Argentina,18,8,7,2,1,5
Iceland,156,7,11,2,4,0
Paraguay,26,15,11,5,3,5
Uruguay,29,19,12,6,2,7
Thailand,69,6,9,1,3,2
Canada,2,3,14,1,5,0
Malawi,108,13,10,6,4,5
Greenland,6,2,3,0,1,1
Zimbabwe,128,10,9,5,3,1
Qatar,66,5,1,2,0,0
Colombia,21,7,7,1,1,5
Peru,27,10,17,2,5,5
Bolivia,19,10,16,1,5,2
China,38,4,3,2,1,0
Trinidad and Tobago,16,4,9,2,2,0
Ecuador,24,4,10,0,2,4
El Salvador,15,0,5,0,1,1
Panama,13,1,0,1,0,1
Cuba,4,0,6,0,3,1
Vanuatu,135,5,24,0,4,1
Norway,165,2,4,0,2,2
Fiji,130,18,5,5,2,0
Papua New Guinea,133,21,10,1,3,0
Malaysia,59,9,1,2,0,3
Venezuela,30,1,10,0,3,1
New Caledonia,131,16,11,4,2,0
Solomon Islands,134,0,1,0,1,0
Nepal,60,0,11,0,4,0
Bangladesh,35,2,4,1,2,0
Liberia,101,1,7,0,3,1
Israel,45,3,3,0,0,2
Somalia,119,3,5,0,2,1
Sri Lanka,56,0,4,0,1,0
Belize,0,0,2,0,1,0
Brunei,36,0,4,0,1,0
