team,team-id,gol-done,gol-received,win,lost,draw
Italy,155,10,7,3,0,2
Ireland,154,2,5,0,2,1
Belgium,138,6,7,1,2,1
France,149,1,8,0,2,0
Switzerland,142,4,5,0,1,2
United Kingdom,150,3,4,1,1,2
Austria,137,17,11,3,0,3
Sweden,173,8,20,0,5,4
Paraguay,26,9,14,2,3,1
Argentina,18,13,7,4,1,2
Hungary,153,9,6,3,1,0
Germany,144,6,9,0,1,2
Netherlands,164,9,4,1,0,3
Norway,165,10,6,3,1,0
Finland,148,13,9,2,2,1
Japan,48,0,3,0,1,0
Philippines,63,3,0,1,0,0
Denmark,145,4,2,1,0,2
Canada,2,0,1,0,1,0
Estonia,147,0,3,0,1,1
Costa Rica,3,13,0,2,0,0
El Salvador,15,0,7,0,1,0
Guatemala,7,0,6,0,1,0
Chile,20,2,5,0,1,1
Brazil,22,4,3,1,2,0
Uruguay,29,7,6,2,2,0
Czech Republic,143,8,3,1,0,1
Bosnia and Herzegovina,139,1,6,0,1,0
Poland,166,0,1,0,1,0
Spain,146,3,1,1,0,0
Portugal,167,1,3,0,1,0
