team,team-id,gol-done,gol-received,win,lost,draw
Turkey,73,15,22,2,4,1
Mexico,11,9,9,2,2,0
United States of America,17,7,9,2,2,0
Italy,155,16,9,4,2,0
Egypt,90,2,9,0,2,1
Hungary,153,59,17,12,1,1
Paraguay,26,12,4,3,1,1
Chile,20,5,15,1,5,0
Brazil,22,12,5,4,1,1
Japan,48,3,7,0,1,1
South Korea,52,7,19,1,2,1
Luxembourg,159,0,1,0,1,0
Ireland,154,7,6,3,1,1
Israel,45,4,8,1,4,1
Greece,151,3,2,1,1,1
Belgium,138,22,16,4,1,4
Portugal,167,1,6,0,2,1
Spain,146,2,3,0,1,1
Bosnia and Herzegovina,139,20,10,7,2,2
Germany,144,39,31,8,7,0
Haiti,9,2,6,0,2,0
United Kingdom,150,21,21,5,3,1
Netherlands,164,14,26,2,6,1
Uruguay,29,28,18,4,3,2
Austria,137,28,21,6,4,1
France,149,12,12,2,2,2
Pakistan,62,5,4,1,0,2
Switzerland,142,21,24,3,4,2
Ethiopia,92,14,3,3,0,0
Djibouti,88,3,14,0,3,0
South Africa,126,2,1,1,0,0
Zambia,127,4,3,1,1,1
Norway,165,9,16,3,5,2
Zimbabwe,128,6,7,2,2,0
Romania,169,2,5,1,1,0
Sweden,173,36,15,7,1,1
Finland,148,5,23,0,4,1
Ghana,96,2,3,1,1,0
Sierra Leone,117,0,2,0,1,0
Taiwan,74,2,2,0,0,1
Denmark,145,6,11,0,3,2
Czech Republic,143,1,11,0,3,0
Iceland,156,3,3,1,1,0
Madagascar,104,3,10,0,2,0
Suriname,28,3,6,0,2,0
Poland,166,3,2,1,0,1
Bulgaria,140,5,3,1,0,1
Australia,129,9,4,2,1,0
New Zealand,132,4,9,1,2,0
Russia,168,8,1,1,0,1
Peru,27,5,4,1,1,0
Kenya,98,8,6,1,1,1
Uganda,124,11,6,2,0,1
Nigeria,111,3,0,1,0,0
Cambodia,51,7,1,1,0,0
Thailand,69,1,7,0,1,0
Argentina,18,3,3,1,1,0
Sri Lanka,56,4,4,1,1,1
India,43,3,2,1,0,1
