team,team-id,gol-done,gol-received,win,lost,draw
Ireland,154,21,30,3,4,6
Italy,155,6,8,0,2,2
Denmark,145,17,20,3,3,2
Israel,45,0,2,0,1,0
South Korea,52,3,4,0,1,1
Ghana,96,7,5,1,1,0
Togo,122,2,5,0,1,0
Malaysia,59,30,16,6,1,2
Belgium,138,8,16,1,4,1
Germany,144,42,36,7,5,8
France,149,39,24,6,2,5
Spain,146,9,6,2,1,1
Austria,137,14,18,2,4,2
Czech Republic,143,16,14,3,5,2
Morocco,100,3,1,1,0,0
Libya,97,2,7,0,2,0
Uruguay,29,1,2,1,1,0
Argentina,18,9,12,3,4,0
Netherlands,164,35,11,6,1,1
Portugal,167,1,3,0,2,0
Switzerland,142,3,9,0,4,1
United Kingdom,150,21,17,3,2,6
Hungary,153,23,16,5,3,3
Bosnia and Herzegovina,139,20,16,3,2,3
Paraguay,26,11,19,2,3,2
Zimbabwe,128,4,4,1,1,0
Zambia,127,4,4,1,1,0
Albania,136,1,1,0,0,1
Brazil,22,28,6,8,0,2
Turkey,73,4,5,2,1,2
Trinidad and Tobago,16,5,1,2,1,0
Jamaica,10,1,5,1,2,0
Sweden,173,28,14,7,1,2
Philippines,63,1,5,0,2,0
Indonesia,42,21,6,6,1,0
Tunisia,123,4,1,1,0,0
Poland,166,9,13,0,3,3
Bulgaria,140,3,11,1,3,2
Taiwan,74,1,2,0,1,0
Pakistan,62,6,8,0,1,1
Russia,168,11,14,4,3,2
Norway,165,11,12,3,2,1
Mexico,11,1,8,0,2,1
Finland,148,2,13,0,3,0
New Zealand,132,13,8,3,1,1
Australia,129,5,4,1,0,1
New Caledonia,131,3,9,0,3,0
Romania,169,6,5,1,2,0
Greece,151,2,8,0,1,1
Uganda,124,3,3,1,1,1
Kenya,98,9,1,3,0,0
Madagascar,104,6,3,2,0,0
Nigeria,111,3,2,1,0,0
South Africa,126,3,9,0,1,0
Japan,48,4,11,0,2,0
Egypt,90,2,1,1,0,0
