team,team-id,gol-done,gol-received,win,lost,draw
Czech Republic,143,12,10,3,2,3
Portugal,167,4,3,2,2,0
Greece,151,9,10,2,1,0
Bosnia and Herzegovina,139,23,20,5,4,1
Ireland,154,12,9,2,2,0
Italy,155,14,6,3,1,1
Switzerland,142,13,21,1,4,2
Kenya,98,0,5,0,1,1
Uganda,124,5,0,1,0,1
France,149,16,25,2,7,2
Germany,144,17,15,2,2,2
Austria,137,9,8,1,2,2
United Kingdom,150,17,6,3,0,2
Netherlands,164,9,18,0,3,2
Belgium,138,21,21,3,5,3
Hungary,153,18,19,3,2,3
Bulgaria,140,9,20,1,3,1
Romania,169,15,13,2,3,0
Argentina,18,22,11,5,1,1
Uruguay,29,16,4,4,0,1
China,38,8,3,1,0,1
Philippines,63,0,5,0,1,0
Japan,48,3,3,0,0,1
Norway,165,14,9,3,1,1
Finland,148,7,23,0,4,1
Spain,146,4,4,2,1,0
Sweden,173,25,23,4,3,2
Denmark,145,18,6,3,1,0
Estonia,147,9,11,1,3,1
Latvia,160,10,17,2,2,2
United States of America,17,10,10,2,2,0
Mexico,11,4,13,0,3,0
Brazil,22,16,8,4,1,0
Peru,27,1,4,0,2,0
Chile,20,5,3,2,1,0
Bolivia,19,0,8,0,2,0
Paraguay,26,1,3,1,1,0
Lithuania,158,5,4,1,0,1
Poland,166,9,0,2,0,0
