team,team-id,gol-done,gol-received,win,lost,draw
Afghanistan,31,4,12,1,4,1
Rwanda,112,15,15,4,5,2
Cameroon,85,16,13,5,2,7
Sweden,173,16,10,4,4,5
Estonia,147,11,28,3,6,5
Bangladesh,35,6,30,1,6,2
Sri Lanka,56,4,14,0,5,1
Trinidad and Tobago,16,13,17,2,5,1
Haiti,9,8,19,3,6,1
Panama,13,15,14,6,4,2
Cuba,4,2,10,1,3,0
Republic of Congo,87,41,24,12,8,5
Finland,148,4,22,0,9,2
Cambodia,51,26,28,7,8,0
Iceland,156,30,26,8,6,3
Nepal,60,12,4,4,0,4
Uganda,124,7,10,3,5,6
Gabon,93,9,16,2,6,4
Morocco,100,16,4,6,1,5
Ivory Coast,84,18,8,7,2,6
United Arab Emirates,32,21,15,7,5,1
Angola,78,7,22,1,8,2
Ethiopia,92,9,17,2,3,2
Nigeria,111,16,8,6,2,2
Niger,110,4,15,0,4,1
Tunisia,123,20,6,6,1,4
Guinea,95,11,14,2,4,6
Mali,105,12,10,6,3,3
Zimbabwe,128,18,6,5,2,5
Zambia,127,11,11,4,4,8
Egypt,90,13,5,6,2,2
Jordan,47,17,14,3,4,5
Libya,97,7,10,2,4,1
United States of America,17,29,17,9,5,0
Lebanon,55,6,9,1,3,6
Uzbekistan,76,14,6,9,3,0
Guyana,25,29,17,6,5,0
Suriname,28,9,10,3,3,1
Burkina Faso,80,7,5,4,2,2
Iraq,46,12,16,2,7,3
Syria,68,13,11,5,4,4
Chad,121,0,1,0,1,0
Croatia,152,32,6,9,1,3
Israel,45,9,10,3,3,0
Kenya,98,8,6,4,2,4
Poland,166,22,10,7,1,6
Republic of Serbia,170,16,14,5,3,3
Romania,169,18,15,3,5,5
Lithuania,158,8,13,2,4,3
Slovenia,172,6,5,3,2,4
Macedonia,161,8,18,1,7,0
South Sudan,115,2,13,0,4,0
Benin,81,8,3,3,0,0
Australia,129,23,10,5,2,3
Tajikistan,70,14,12,4,2,3
Yemen,77,4,3,2,1,0
Bolivia,19,7,30,1,9,1
Colombia,21,19,15,7,4,3
Chile,20,30,15,8,4,2
Argentina,18,30,11,9,2,3
China,38,12,9,3,4,2
Botswana,82,10,12,2,4,3
Czech Republic,143,18,15,4,5,5
Denmark,145,21,10,5,3,2
Djibouti,88,0,9,0,3,0
Liberia,101,9,7,2,2,1
Ecuador,24,19,18,3,5,4
Paraguay,26,9,19,2,7,3
Norway,165,12,16,3,6,1
Ghana,96,7,6,2,2,4
Mozambique,106,6,13,2,5,2
Greece,151,17,10,6,3,1
Montenegro,162,10,7,2,3,2
Iran,44,27,2,8,0,2
India,43,15,8,4,2,0
Thailand,69,24,21,7,6,3
Italy,155,23,14,8,3,4
Spain,146,34,11,8,3,4
Japan,48,30,9,7,2,1
South Korea,52,15,13,7,2,1
Madagascar,104,5,11,1,3,3
Central African Republic,83,7,6,2,1,1
Moldova,163,4,14,1,5,2
Oman,61,8,13,3,3,2
Peru,27,21,14,6,3,4
Venezuela,30,15,25,3,7,3
Qatar,66,16,15,6,5,1
Saudi Arabia,67,16,6,5,1,2
Malaysia,59,15,13,5,4,5
Solomon Islands,134,5,11,3,6,0
Papua New Guinea,133,15,16,2,3,3
Turkey,73,14,13,6,4,3
Ukraine,174,18,12,7,3,2
Cyprus,40,4,11,1,5,0
Palestine,65,12,7,1,1,3
Philippines,63,10,13,3,4,2
Vietnam,75,29,16,8,2,3
Taiwan,74,7,13,2,4,0
Ireland,154,34,23,11,8,7
Algeria,89,20,8,3,1,2
Armenia,33,15,14,3,4,1
Belarus,141,6,10,3,3,4
Brazil,22,28,7,7,1,3
Uruguay,29,19,13,5,4,2
Canada,2,11,16,3,5,1
Mexico,11,18,11,8,1,3
El Salvador,15,5,17,0,5,1
Honduras,8,12,6,5,1,2
Sierra Leone,117,4,3,2,1,1
Guatemala,7,5,13,1,2,1
Malawi,108,6,6,3,3,1
Switzerland,142,15,11,6,3,3
Sudan,114,3,6,0,3,2
Jamaica,10,2,14,1,6,1
Costa Rica,3,21,12,7,1,2
Luxembourg,159,7,20,0,7,1
Bosnia and Herzegovina,139,18,11,5,2,2
Equatorial Guinea,103,6,5,1,3,1
Mauritania,107,5,7,2,2,3
Gambia,94,1,8,0,3,2
Netherlands,164,19,13,5,3,3
France,149,36,14,13,1,3
Portugal,167,42,11,10,3,4
Bulgaria,140,11,21,4,4,0
Slovakia,171,18,12,5,4,5
Latvia,160,12,10,4,3,2
Swaziland,120,11,9,4,2,3
Togo,122,9,7,3,2,3
Puerto Rico,14,11,19,1,4,1
Austria,137,12,17,3,6,3
Albania,136,12,15,5,6,1
Azerbaijan,34,4,9,2,3,3
Kazakhstan,49,6,14,2,3,3
Burundi,79,4,4,1,1,0
Namibia,109,9,7,3,2,1
South Africa,126,20,10,4,0,7
Dominican Republic,5,11,9,3,3,0
Germany,144,34,10,10,3,3
United Kingdom,150,21,12,8,2,4
Hungary,153,15,14,3,3,5
Russia,168,15,19,3,6,3
Senegal,116,10,1,5,0,0
Lesotho,99,13,17,4,5,1
Georgia,41,7,14,1,4,3
Turkmenistan,71,2,6,1,3,0
Bhutan,37,5,8,1,2,1
East Timor,72,5,28,0,9,1
North Korea,64,15,10,5,2,1
Belgium,138,38,15,9,4,2
Kyrgyzstan,50,5,9,3,3,2
New Zealand,132,13,3,5,1,2
Fiji,130,5,7,1,2,1
Vanuatu,135,3,8,1,2,0
Laos,54,21,32,5,6,3
New Caledonia,131,14,7,3,3,3
Northern Cyprus,39,12,4,3,1,1
Somaliland,118,10,12,2,2,0
Kosovo,157,3,12,1,3,1
Mongolia,58,13,9,2,3,1
Nicaragua,12,3,5,1,2,0
Indonesia,42,19,18,4,3,4
Belize,0,1,2,0,1,0
Brunei,36,12,15,2,4,1
