team,team-id,gol-done,gol-received,win,lost,draw
Bulgaria,140,16,10,3,1,1
Romania,169,9,24,1,5,1
Bosnia and Herzegovina,139,18,6,4,0,2
Argentina,18,12,6,3,1,1
Chile,20,2,7,0,3,0
Peru,27,2,5,1,2,0
Uruguay,29,7,5,3,1,1
Spain,146,7,4,2,0,1
France,149,8,10,2,4,1
Germany,144,48,19,13,3,1
Switzerland,142,15,18,4,3,1
United Kingdom,150,9,4,4,1,0
Ireland,154,8,19,0,7,0
Italy,155,7,5,2,1,1
Netherlands,164,16,9,4,2,0
Uganda,124,8,2,2,0,0
Kenya,98,2,8,0,2,0
Czech Republic,143,6,5,2,2,2
Austria,137,12,15,1,3,2
Belgium,138,11,16,1,3,2
Hungary,153,21,18,3,2,2
Portugal,167,3,3,0,0,1
Poland,166,9,16,1,4,1
United States of America,17,2,9,0,2,0
Suriname,28,6,6,2,2,0
Latvia,160,15,16,1,2,5
Lithuania,158,11,15,1,1,4
Estonia,147,10,17,0,3,5
Sweden,173,23,13,6,2,1
Finland,148,6,20,0,3,2
Greece,151,5,13,0,2,1
Denmark,145,7,7,2,2,0
Norway,165,6,7,1,3,1
Trinidad and Tobago,16,7,5,2,1,0
Luxembourg,159,0,1,0,1,0
Jamaica,10,2,3,0,1,0
