team,team-id,gol-done,gol-received,win,lost,draw
Saudi Arabia,67,29,16,10,4,4
Kuwait,53,48,34,13,10,7
Yemen,77,14,42,2,13,4
Oman,61,45,25,14,7,4
United Arab Emirates,32,28,30,6,9,7
Qatar,66,48,26,11,8,6
Cuba,4,18,7,5,0,5
Egypt,90,29,18,7,3,5
Rwanda,112,22,25,5,7,4
South Africa,126,13,16,6,6,1
Suriname,28,17,15,2,4,4
Republic of Congo,87,14,25,3,9,3
Tunisia,123,23,19,8,4,4
Benin,81,12,31,1,11,3
Algeria,89,11,21,1,7,6
Mali,105,18,16,5,5,4
Libya,97,17,8,8,2,2
Kenya,98,22,24,5,6,4
Burkina Faso,80,16,25,4,8,3
Canada,2,13,9,4,4,2
Senegal,116,22,13,7,3,4
Guinea,95,18,15,4,3,5
Sweden,173,38,17,8,3,5
Norway,165,29,13,8,1,4
Cameroon,85,14,17,3,4,4
Honduras,8,25,21,4,4,9
Zimbabwe,128,20,17,5,5,5
China,38,45,12,15,2,5
Macedonia,161,9,11,3,5,2
Nigeria,111,26,11,9,3,3
Morocco,100,27,10,8,2,5
El Salvador,15,10,30,2,9,4
Panama,13,24,20,6,4,7
Haiti,9,31,20,6,4,5
Nicaragua,12,8,12,2,3,2
Finland,148,17,17,5,7,1
Japan,48,47,19,16,3,3
Malaysia,59,19,27,6,8,1
Lebanon,55,21,32,4,7,5
Trinidad and Tobago,16,40,27,12,7,2
Iraq,46,30,34,6,10,4
Jordan,47,34,23,11,5,11
Indonesia,42,31,28,6,8,4
South Korea,52,31,10,10,2,5
Moldova,163,5,12,2,4,3
Guyana,25,10,10,4,3,1
Estonia,147,16,31,3,7,4
Albania,136,9,10,4,3,1
Syria,68,28,30,9,5,7
Belgium,138,6,15,1,5,2
France,149,19,6,7,1,7
Croatia,152,18,14,6,3,4
Germany,144,35,17,9,4,3
Cyprus,40,11,16,3,5,2
Belarus,141,20,9,6,1,1
Greece,151,17,13,8,4,4
Bulgaria,140,18,22,3,5,5
Colombia,21,22,11,8,3,5
Hungary,153,24,18,8,5,0
Armenia,33,8,14,2,4,2
India,43,9,24,3,5,2
Iran,44,54,17,13,2,3
Ireland,154,26,20,9,3,11
Brazil,22,36,14,8,2,8
Italy,155,20,13,7,2,4
Czech Republic,143,24,13,9,4,2
Jamaica,10,48,18,8,3,8
Uruguay,29,17,27,5,6,3
Laos,54,7,49,1,9,0
Kyrgyzstan,50,5,15,1,5,2
Tajikistan,70,5,12,2,4,1
Latvia,160,23,33,4,8,5
Kazakhstan,49,9,21,0,7,1
Ukraine,174,11,10,3,3,4
Bosnia and Herzegovina,139,5,4,2,1,3
Mexico,11,51,12,12,2,2
Chile,20,9,11,2,4,6
Switzerland,142,14,15,3,5,4
Netherlands,164,30,13,8,4,5
United States of America,17,27,8,8,1,5
Palestine,65,13,16,1,5,3
Taiwan,74,2,20,0,3,0
Poland,166,22,15,6,4,3
Slovenia,172,6,9,2,4,3
Portugal,167,39,15,9,3,4
United Kingdom,150,28,14,7,3,4
Romania,169,20,8,6,2,1
Georgia,41,6,15,1,6,2
Spain,146,19,8,7,1,5
Peru,27,17,20,3,6,5
Turkmenistan,71,14,23,3,7,2
Sri Lanka,56,4,11,0,4,3
Thailand,69,31,38,5,11,5
Uzbekistan,76,21,8,7,1,2
Venezuela,30,18,24,3,9,3
Australia,129,37,11,7,2,3
Vietnam,75,25,15,5,5,2
North Korea,64,11,5,3,1,2
Luxembourg,159,8,37,0,10,0
Lesotho,99,1,1,0,0,2
Botswana,82,8,14,3,4,5
Ecuador,24,17,28,4,9,2
Dominican Republic,5,7,9,1,3,1
The Bahamas,1,2,4,0,1,1
Argentina,18,33,18,11,3,3
Bolivia,19,9,15,2,6,3
Israel,45,10,7,4,1,3
Lithuania,158,11,12,2,4,2
Iceland,156,10,21,1,6,2
Russia,168,20,20,4,4,3
Turkey,73,18,14,5,3,4
Guatemala,7,28,19,11,4,4
Costa Rica,3,23,22,5,6,3
Azerbaijan,34,11,12,2,3,5
Angola,78,14,9,6,1,5
Paraguay,26,9,10,3,3,6
Republic of Serbia,170,14,4,4,2,3
Slovakia,171,20,12,4,3,5
Austria,137,14,13,2,2,4
Denmark,145,19,16,4,3,6
Ivory Coast,84,18,6,7,1,0
Vanuatu,135,23,15,4,6,1
Solomon Islands,134,28,20,8,3,2
Mozambique,106,7,2,3,1,2
Swaziland,120,4,10,1,2,2
Madagascar,104,0,2,0,1,0
Sudan,114,16,22,4,6,4
Ghana,96,7,3,2,1,4
Namibia,109,1,2,0,1,1
Zambia,127,16,12,6,3,6
Papua New Guinea,133,17,6,2,1,1
Fiji,130,22,15,4,4,1
New Caledonia,131,16,2,2,1,1
Togo,122,8,3,4,1,3
Uganda,124,11,20,2,8,4
Malawi,108,10,14,1,4,4
New Zealand,132,17,5,3,2,0
Gabon,93,10,9,2,2,3
Liberia,101,1,7,1,3,1
Belize,0,0,8,0,2,0
Puerto Rico,14,3,11,0,2,1
East Timor,72,2,18,0,4,0
Philippines,63,4,9,1,3,0
Cambodia,51,2,22,0,4,0
Ethiopia,92,12,3,4,0,2
Burundi,79,10,8,4,2,0
Somalia,119,0,7,0,3,0
