team,team-id,gol-done,gol-received,win,lost,draw
Suriname,28,10,2,1,1,0
Guyana,25,0,9,0,1,0
Belgium,138,10,12,4,3,0
Italy,155,4,4,1,1,2
India,43,6,1,2,0,1
Chile,20,15,6,4,1,0
Panama,13,5,28,0,5,0
Pakistan,62,3,0,2,0,1
Ireland,154,5,25,0,5,3
Austria,137,15,11,2,3,2
Mexico,11,5,14,1,4,0
Uruguay,29,16,10,3,2,0
Peru,27,14,9,2,2,1
Sri Lanka,56,1,4,0,2,0
France,149,14,7,5,2,1
Sweden,173,22,10,6,1,2
United Kingdom,150,21,8,5,0,2
Netherlands,164,9,13,0,3,3
Brazil,22,14,2,4,0,1
Portugal,167,2,7,0,2,1
Luxembourg,159,0,3,0,1,0
Germany,144,18,19,4,4,1
United States of America,17,0,6,0,1,0
Romania,169,7,2,3,0,0
Czech Republic,143,5,13,0,3,1
Hungary,153,27,7,5,1,1
Poland,166,6,9,1,3,1
Bulgaria,140,1,0,1,0,0
Russia,168,3,2,1,0,1
Denmark,145,9,15,1,5,0
Switzerland,142,9,16,1,4,1
Spain,146,8,3,1,1,2
Turkey,73,1,5,0,1,1
Norway,165,13,11,2,3,0
Finland,148,15,24,4,3,0
Bosnia and Herzegovina,139,15,6,3,1,0
Haiti,9,12,6,3,0,1
Jamaica,10,6,12,0,3,1
Madagascar,104,1,7,1,1,0
China,38,0,4,0,1,0
Egypt,90,1,6,0,1,1
Zambia,127,4,6,1,1,0
Zimbabwe,128,6,4,1,1,0
Fiji,130,2,16,0,3,0
New Zealand,132,23,7,4,0,1
Uganda,124,10,3,2,0,0
Kenya,98,10,7,1,1,0
Albania,136,3,2,1,0,0
Argentina,18,4,1,2,0,0
