team,team-id,gol-done,gol-received,win,lost,draw
Sierra Leone,117,19,10,8,3,2
Mali,105,16,26,4,12,1
Mauritania,107,8,13,4,5,4
Tunisia,123,18,9,7,4,4
Egypt,90,21,13,6,3,6
Vietnam,75,1,0,1,0,0
Estonia,147,4,44,0,12,0
Japan,48,27,33,6,8,4
Nigeria,111,11,9,3,3,2
Saudi Arabia,67,10,15,1,6,1
Mexico,11,20,24,5,6,6
Senegal,116,15,11,4,3,3
Gambia,94,3,7,0,3,2
Angola,78,12,3,5,1,0
Mozambique,106,15,8,5,2,2
Cameroon,85,14,15,5,4,2
Malawi,108,4,5,1,2,2
Republic of Congo,87,20,14,5,3,3
Niger,110,3,10,0,3,1
Lesotho,99,1,11,0,4,0
Ethiopia,92,12,12,3,4,3
Guinea,95,13,11,3,4,1
Namibia,109,3,10,0,3,2
Argentina,18,30,15,8,4,4
Denmark,145,21,5,8,0,3
Togo,122,5,8,1,3,3
Zambia,127,22,19,6,4,3
Ivory Coast,84,20,9,6,1,7
Netherlands,164,15,6,5,4,0
France,149,21,2,5,0,3
Spain,146,18,5,5,0,4
Uruguay,29,27,19,6,5,6
Algeria,89,18,12,5,4,4
Uganda,124,5,8,2,2,5
Botswana,82,2,19,0,5,1
Sudan,114,7,5,3,2,0
Ghana,96,12,11,5,5,0
Burkina Faso,80,7,13,0,2,4
Liberia,101,8,9,3,3,4
Zimbabwe,128,11,16,2,4,3
Cyprus,40,11,24,1,5,4
Greece,151,17,15,4,6,1
Canada,2,11,13,3,4,1
Portugal,167,18,7,4,1,4
South Korea,52,11,11,3,3,4
Colombia,21,15,17,5,5,7
Republic of Serbia,170,13,4,5,1,0
Norway,165,25,12,6,3,4
Romania,169,12,8,4,2,2
Australia,129,8,6,4,3,1
Bulgaria,140,18,14,5,4,4
Israel,45,17,16,4,6,1
Luxembourg,159,5,14,3,4,1
Ireland,154,21,24,6,7,4
United Kingdom,150,10,10,2,2,5
Trinidad and Tobago,16,32,13,7,4,1
Finland,148,13,20,3,6,2
Turkey,73,22,9,9,0,5
China,38,4,4,1,1,3
New Zealand,132,9,19,1,5,2
Brazil,22,37,8,14,0,3
Slovakia,171,13,15,5,3,1
Germany,144,26,10,8,1,3
Thailand,69,9,6,2,2,0
Morocco,100,7,2,3,1,2
Sweden,173,15,15,2,3,6
Czech Republic,143,22,8,7,1,2
Switzerland,142,11,11,2,4,3
Hungary,153,11,14,4,4,2
Latvia,160,14,17,5,5,0
Iraq,46,10,4,4,0,1
Uzbekistan,76,6,11,1,5,1
Russia,168,32,7,8,1,1
India,43,4,9,1,2,3
Jamaica,10,29,17,11,4,3
Cuba,4,22,3,6,1,1
Poland,166,11,11,2,2,3
Lithuania,158,20,17,5,5,2
Fiji,130,22,12,3,1,3
Croatia,152,16,4,4,1,2
Ukraine,174,8,13,3,4,0
Italy,155,17,5,7,1,1
Nepal,60,3,4,1,2,0
Bangladesh,35,5,6,3,2,1
Pakistan,62,1,2,1,1,0
United States of America,17,20,18,5,6,3
Guyana,25,9,18,1,6,1
Lebanon,55,1,1,0,0,1
Albania,136,11,11,3,3,2
Moldova,163,6,18,1,5,0
Austria,137,24,11,4,2,1
Honduras,8,9,4,3,2,2
Belarus,141,7,9,2,3,3
Georgia,41,8,10,3,3,0
Chile,20,12,19,4,4,3
Azerbaijan,34,2,21,0,5,1
Slovenia,172,13,11,4,4,0
Belgium,138,14,7,4,2,2
Sri Lanka,56,5,6,2,2,1
Syria,68,1,2,0,1,1
Gabon,93,21,9,6,3,1
Benin,81,0,10,0,2,0
Bolivia,19,12,14,2,3,5
Venezuela,30,5,19,0,5,1
Peru,27,12,8,2,4,1
Macedonia,161,5,16,0,5,3
Iceland,156,6,6,2,2,3
Armenia,33,5,13,1,5,1
Kuwait,53,3,3,1,1,1
Suriname,28,3,6,1,1,1
South Africa,126,10,5,3,0,3
Paraguay,26,15,11,6,2,3
Dominican Republic,5,4,6,1,2,0
Puerto Rico,14,3,14,0,2,1
Ecuador,24,12,13,4,5,1
Costa Rica,3,8,15,2,6,1
Greenland,6,7,4,2,2,0
Malaysia,59,1,4,0,2,0
Indonesia,42,0,0,0,0,1
New Caledonia,131,19,3,2,2,0
Papua New Guinea,133,11,5,1,1,1
Vanuatu,135,10,9,2,3,0
Solomon Islands,134,34,11,3,3,1
Panama,13,7,3,2,2,0
Nicaragua,12,0,7,0,2,0
El Salvador,15,8,7,3,2,0
Rwanda,112,1,3,0,2,1
Kenya,98,5,1,3,0,1
Belize,0,1,5,0,2,0
Bosnia and Herzegovina,139,0,2,0,1,0
Guatemala,7,2,5,2,2,0
Somalia,119,0,12,0,2,0
Kazakhstan,49,0,3,0,1,1
