team,team-id,gol-done,gol-received,win,lost,draw
Switzerland,142,10,13,3,3,0
Uruguay,29,23,7,6,1,1
Chile,20,4,15,1,3,2
Argentina,18,26,8,5,1,2
Paraguay,26,11,10,2,2,2
Brazil,22,15,7,3,2,1
Peru,27,5,10,1,3,2
Ecuador,24,4,31,0,6,0
Cuba,4,2,0,2,0,0
Puerto Rico,14,0,2,0,2,0
Germany,144,34,15,6,2,1
France,149,0,6,0,2,0
Spain,146,5,5,1,1,1
Italy,155,8,0,2,0,0
Croatia,152,12,14,2,2,2
Trinidad and Tobago,16,3,3,0,0,1
Hungary,153,7,6,1,1,1
Slovakia,171,5,13,1,3,0
Denmark,145,1,5,0,2,0
Sweden,173,9,6,3,1,0
Kenya,98,4,3,1,0,0
Uganda,124,3,4,0,1,0
Bulgaria,140,0,3,0,1,0
Latvia,160,12,1,2,0,0
Estonia,147,1,12,0,2,0
China,38,1,6,0,1,0
Japan,48,21,1,3,0,0
Mongolia,58,0,12,0,1,0
Romania,169,2,10,0,2,1
