team,team-id,gol-done,gol-received,win,lost,draw
France,149,10,13,2,3,0
Czech Republic,143,20,16,3,3,2
Ireland,154,10,18,1,4,2
Italy,155,13,6,4,0,3
Austria,137,31,6,6,1,2
Guyana,25,18,3,3,1,0
Trinidad and Tobago,16,15,4,3,1,0
Germany,144,7,17,1,3,3
Bosnia and Herzegovina,139,17,19,4,4,0
Greece,151,6,14,0,4,0
Hungary,153,25,16,4,2,3
United Kingdom,150,22,12,4,2,0
Netherlands,164,12,10,3,1,1
Belgium,138,13,14,3,3,0
Switzerland,142,10,29,0,6,1
Portugal,167,3,4,1,1,0
Paraguay,26,3,6,0,2,2
Argentina,18,6,3,2,0,2
Spain,146,7,8,1,1,2
Bulgaria,140,12,10,3,2,0
Romania,169,20,10,5,0,0
Denmark,145,8,13,1,4,0
Norway,165,9,10,1,1,2
Latvia,160,9,17,3,4,0
Estonia,147,13,10,4,3,0
Lithuania,158,5,16,0,5,0
Poland,166,9,12,1,3,0
Finland,148,16,15,3,1,1
Sweden,173,22,9,4,2,1
Brazil,22,2,0,1,0,0
Uruguay,29,0,2,0,1,0
Turkey,73,3,5,1,1,0
Kenya,98,2,1,1,0,0
Uganda,124,1,2,0,1,0
