team,team-id,gol-done,gol-received,win,lost,draw
Uruguay,29,12,22,2,5,0
Brazil,22,14,9,3,2,0
Chile,20,11,11,1,2,1
Suriname,28,14,6,1,0,3
Guyana,25,2,14,0,3,0
Trinidad and Tobago,16,12,8,2,0,3
Peru,27,5,7,1,2,1
Argentina,18,20,5,6,1,0
Paraguay,26,4,14,1,3,0
France,149,7,14,2,4,1
Austria,137,15,12,4,2,2
Germany,144,36,6,10,0,1
Netherlands,164,12,8,3,2,1
Belgium,138,8,9,2,4,1
Czech Republic,143,25,29,4,4,2
Switzerland,142,13,25,1,8,1
Ireland,154,11,16,2,3,2
Italy,155,8,5,3,1,2
Luxembourg,159,2,7,0,2,0
Hungary,153,20,10,4,1,2
United Kingdom,150,31,9,6,1,0
Romania,169,10,8,2,1,2
Bosnia and Herzegovina,139,9,12,1,2,2
Norway,165,13,24,3,4,1
Denmark,145,10,14,3,2,0
Sweden,173,17,21,2,5,1
Uganda,124,9,5,1,0,0
Kenya,98,5,9,0,1,0
Finland,148,1,19,0,6,0
Lithuania,158,4,15,0,4,0
Estonia,147,14,19,4,4,1
Poland,166,17,10,4,1,1
Latvia,160,18,16,4,4,1
Turkey,73,1,3,0,1,0
Bulgaria,140,4,4,0,0,2
Mexico,11,14,5,2,0,0
United States of America,17,5,14,0,2,0
El Salvador,15,3,2,1,0,0
Honduras,8,2,3,0,1,0
Spain,146,1,2,0,1,0
Portugal,167,2,1,1,0,0
