team,team-id,gol-done,gol-received,win,lost,draw
Republic of Congo,87,59,40,14,8,7
Uruguay,29,20,7,6,0,5
Romania,169,15,12,4,2,3
Mexico,11,19,11,8,5,0
Switzerland,142,19,14,3,3,2
Jamaica,10,4,6,1,3,2
Cuba,4,5,7,0,2,2
Haiti,9,5,7,2,3,1
Trinidad and Tobago,16,18,14,7,1,2
Bolivia,19,0,9,0,4,1
Egypt,90,3,7,0,2,1
Germany,144,41,20,12,4,4
Argentina,18,15,10,4,4,1
Paraguay,26,10,14,2,3,1
Chile,20,17,17,4,4,2
Venezuela,30,7,16,1,4,0
Guatemala,7,15,5,6,0,1
Honduras,8,2,5,0,2,1
Tunisia,123,5,5,1,1,2
Turkey,73,10,10,3,2,3
Guyana,25,4,16,0,5,1
Nigeria,111,7,12,0,3,5
Ghana,96,22,15,5,2,4
Burkina Faso,80,13,21,3,5,0
Niger,110,5,9,0,3,0
Sudan,114,16,16,3,4,3
Spain,146,4,4,2,2,1
Mali,105,9,3,3,0,2
Cameroon,85,1,5,0,1,1
Algeria,89,5,3,2,1,0
Iraq,46,8,4,2,0,2
Panama,13,2,6,0,2,0
Greece,151,11,10,2,3,2
Libya,97,2,10,0,3,1
Nicaragua,12,5,11,1,3,0
Togo,122,2,9,0,3,0
Ethiopia,92,15,10,5,2,1
Kenya,98,26,22,5,4,1
Ivory Coast,84,15,6,4,1,3
Morocco,100,1,5,0,1,0
Ireland,154,4,7,2,3,1
Uganda,124,8,15,2,4,0
Benin,81,5,7,1,1,1
Liberia,101,2,5,0,1,1
Luxembourg,159,1,11,0,3,1
Belgium,138,13,8,3,2,1
Hungary,153,20,10,8,2,0
Cyprus,40,0,19,0,4,0
Italy,155,15,3,4,0,2
France,149,12,14,2,3,1
Bulgaria,140,7,3,3,2,2
Thailand,69,12,18,1,6,1
Portugal,167,6,5,2,1,3
Gabon,93,0,3,0,1,0
Malaysia,59,17,25,4,6,2
Netherlands,164,11,13,2,5,0
Albania,136,0,12,0,3,1
United Kingdom,150,12,5,4,1,1
Poland,166,8,7,2,1,2
Bosnia and Herzegovina,139,10,5,4,2,0
Czech Republic,143,10,5,4,2,1
Finland,148,4,17,0,6,1
Russia,168,35,18,10,3,2
Suriname,28,14,3,4,0,1
Israel,45,1,2,0,1,0
Sweden,173,10,13,2,4,2
Denmark,145,29,11,4,2,2
Austria,137,9,14,2,4,1
Norway,165,9,15,2,4,1
Belarus,141,2,1,1,0,0
Zambia,127,15,9,3,1,1
Brazil,22,4,3,1,0,3
Peru,27,1,3,0,2,0
South Korea,52,32,11,10,2,2
Indonesia,42,19,15,4,4,1
Japan,48,6,2,3,0,0
Mauritania,107,1,1,0,0,1
Philippines,63,0,15,0,3,0
Taiwan,74,12,11,2,2,2
India,43,10,10,2,3,4
Iceland,156,2,14,0,1,0
El Salvador,15,6,5,2,2,0
Sierra Leone,117,3,2,1,0,1
Costa Rica,3,1,3,0,1,0
Australia,129,15,6,5,0,0
New Zealand,132,15,17,2,3,0
Puerto Rico,14,5,10,0,2,0
New Caledonia,131,4,0,1,0,0
Zimbabwe,128,4,5,1,2,0
Malawi,108,0,1,0,1,0
Pakistan,62,5,10,0,2,1
Cambodia,51,0,1,0,1,0
Senegal,116,2,1,1,0,0
Guinea,95,2,4,0,2,0
Iran,44,0,1,0,1,0
Saudi Arabia,67,4,0,1,0,0
