team,team-id,gol-done,gol-received,win,lost,draw
Poland,166,14,19,1,6,5
Panama,13,4,2,2,1,0
Nicaragua,12,1,3,0,1,0
Libya,97,27,16,3,5,3
Chile,20,14,20,3,8,3
Russia,168,26,18,10,4,3
United Kingdom,150,37,8,14,0,2
Germany,144,54,14,16,2,2
Egypt,90,4,10,0,1,2
Bulgaria,140,16,19,3,4,1
Benin,81,5,10,0,3,1
Nigeria,111,8,7,2,1,2
Niger,110,2,1,1,0,0
Republic of Congo,87,20,14,5,3,0
Guatemala,7,1,0,1,0,0
Uganda,124,10,15,1,4,3
Kenya,98,23,19,6,3,2
Guinea,95,12,3,2,1,1
Senegal,116,0,5,0,1,0
Morocco,100,6,7,3,1,1
Algeria,89,2,3,0,1,1
Togo,122,10,16,1,3,4
Iraq,46,23,8,6,2,1
Iran,44,0,0,0,0,1
Turkey,73,3,4,1,2,2
France,149,13,18,2,5,3
Italy,155,21,4,7,2,1
Netherlands,164,14,11,3,3,1
El Salvador,15,0,1,0,1,0
Ireland,154,14,18,4,6,1
Kuwait,53,8,11,0,2,2
Lebanon,55,11,10,3,2,1
Montenegro,162,0,1,0,1,0
Palestine,65,14,22,2,4,1
Syria,68,9,10,3,2,1
Yemen,77,4,67,0,8,0
Jordan,47,6,7,1,2,1
Israel,45,14,11,2,4,1
Finland,148,6,17,2,4,2
Ghana,96,16,6,3,0,2
Brazil,22,33,19,11,3,3
Belgium,138,9,8,3,3,0
Switzerland,142,7,20,0,6,2
Austria,137,5,10,2,4,1
Mexico,11,12,13,3,3,3
Paraguay,26,8,15,1,2,2
Sweden,173,17,15,4,3,2
Hungary,153,27,16,6,3,2
Bosnia and Herzegovina,139,9,16,3,5,1
Uruguay,29,10,14,3,3,4
Czech Republic,143,6,8,1,3,2
Lithuania,158,6,0,1,0,0
Denmark,145,6,19,1,7,1
Romania,169,17,14,5,4,0
Peru,27,1,7,0,2,0
Jamaica,10,4,12,0,3,2
Trinidad and Tobago,16,9,6,3,2,0
Suriname,28,22,11,4,1,2
Argentina,18,5,6,2,2,2
Haiti,9,11,4,4,1,0
Portugal,167,30,11,10,2,0
Norway,165,7,22,1,5,1
Spain,146,7,6,2,2,2
China,38,40,6,7,1,0
Zambia,127,28,8,7,1,0
Malawi,108,3,24,0,5,0
Madagascar,104,6,4,1,1,0
Ethiopia,92,6,1,1,0,1
Sudan,114,6,5,2,1,1
North Korea,64,31,12,6,2,1
Cameroon,85,6,5,1,1,1
Central African Republic,83,1,9,0,2,0
Malaysia,59,9,8,1,2,2
India,43,4,1,3,1,0
Ivory Coast,84,3,2,1,0,1
Thailand,69,5,12,0,3,2
South Korea,52,8,6,4,2,0
Mali,105,1,9,1,2,0
Luxembourg,159,0,7,0,2,0
Guyana,25,3,6,0,1,1
Greece,151,2,1,1,0,0
Sierra Leone,117,1,3,0,1,1
Liberia,101,3,1,1,0,1
Cambodia,51,10,8,1,2,1
Colombia,21,2,5,0,1,1
Gabon,93,3,4,0,1,0
Cyprus,40,1,5,0,1,0
Papua New Guinea,133,14,14,1,3,0
New Caledonia,131,9,2,2,1,0
Vanuatu,135,9,14,1,2,1
Solomon Islands,134,4,4,0,0,1
Ecuador,24,3,5,0,1,1
