team,team-id,gol-done,gol-received,win,lost,draw
Tunisia,123,11,11,7,5,0
Ivory Coast,84,22,17,8,6,7
Algeria,89,21,14,6,4,5
Libya,97,15,8,6,3,3
Morocco,100,9,2,5,2,4
Israel,45,13,9,2,3,3
Greece,151,6,9,2,3,2
North Korea,64,19,4,4,2,3
Guyana,25,4,5,2,3,1
Cuba,4,2,3,0,1,1
Iran,44,2,5,1,2,0
Bosnia and Herzegovina,139,14,11,5,4,2
China,38,31,11,5,3,3
Russia,168,26,11,11,2,1
Spain,146,10,6,5,1,3
Finland,148,8,18,1,7,2
Honduras,8,12,9,4,2,3
Denmark,145,17,10,4,3,1
Germany,144,40,34,11,10,4
Hungary,153,13,4,6,2,0
Uruguay,29,23,16,9,5,1
Portugal,167,10,11,3,4,0
Romania,169,13,8,4,2,4
India,43,7,7,2,2,3
Egypt,90,11,13,6,6,2
Colombia,21,24,23,8,6,5
Switzerland,142,10,15,2,3,7
Zimbabwe,128,16,14,7,3,2
Zambia,127,17,17,5,4,6
Bolivia,19,8,15,2,5,3
Cameroon,85,15,16,4,5,3
Paraguay,26,20,21,5,7,6
Bulgaria,140,16,14,6,4,2
Ireland,154,9,11,3,5,7
Italy,155,8,6,3,2,2
Mexico,11,28,14,10,3,7
Poland,166,14,19,5,6,4
Chile,20,26,22,7,5,5
Costa Rica,3,18,12,6,3,6
El Salvador,15,9,4,3,2,1
Ecuador,24,15,18,3,5,1
United States of America,17,6,12,2,3,3
Guinea,95,9,18,3,6,4
Gambia,94,4,5,2,3,2
Sierra Leone,117,3,3,0,0,3
Senegal,116,18,5,8,1,3
Mali,105,16,16,4,3,4
Mauritania,107,1,15,0,6,2
Guatemala,7,8,5,3,2,2
Brunei,36,7,36,1,8,0
Peru,27,22,16,8,5,6
Republic of Congo,87,24,25,8,9,3
Sudan,114,0,4,0,1,1
Japan,48,15,5,5,2,1
Suriname,28,7,14,3,5,3
Trinidad and Tobago,16,12,17,1,6,5
Norway,165,12,14,3,5,3
Albania,136,1,4,0,2,2
Netherlands,164,12,4,4,1,1
Cyprus,40,1,13,0,3,0
United Kingdom,150,19,7,5,3,4
Nepal,60,1,20,0,5,1
South Korea,52,29,10,11,4,0
Madagascar,104,1,2,1,2,0
Canada,2,22,16,9,2,7
Malaysia,59,11,11,3,4,1
Jamaica,10,3,3,0,0,3
Indonesia,42,15,23,5,6,2
Thailand,69,9,10,2,5,2
Iraq,46,39,17,11,3,2
Lebanon,55,0,27,0,4,0
Jordan,47,4,16,1,6,1
Qatar,66,24,5,5,3,2
Bangladesh,35,9,13,3,5,1
Syria,68,10,9,5,2,3
Kuwait,53,9,3,2,1,3
Malawi,108,23,14,5,3,7
Philippines,63,1,4,0,1,0
Belgium,138,6,2,3,1,1
Austria,137,5,9,1,3,2
Czech Republic,143,9,13,3,3,2
Luxembourg,159,2,14,0,5,1
Turkey,73,2,15,0,5,4
Panama,13,1,1,0,0,3
Yemen,77,5,21,0,6,1
Angola,78,10,9,2,2,3
Ghana,96,8,8,2,3,4
Iceland,156,13,6,2,3,2
Togo,122,4,6,1,2,1
United Arab Emirates,32,12,9,3,3,1
France,149,10,4,3,2,1
Kenya,98,5,13,1,5,3
Nigeria,111,11,6,4,2,4
Saudi Arabia,67,10,10,3,4,2
Haiti,9,0,9,0,4,0
Mozambique,106,5,6,1,2,2
Venezuela,30,5,19,0,6,1
Brazil,22,16,9,6,3,2
Pakistan,62,3,6,1,2,1
Argentina,18,18,12,5,3,4
Sweden,173,13,6,5,1,2
New Zealand,132,18,7,5,2,1
Fiji,130,1,14,0,6,0
Uganda,124,5,4,2,2,1
Taiwan,74,1,18,0,3,0
Papua New Guinea,133,2,5,0,1,1
Australia,129,15,4,4,1,3
Gabon,93,11,0,4,0,0
Equatorial Guinea,103,1,3,0,1,1
Central African Republic,83,1,8,0,2,0
Chad,121,4,8,0,2,2
