team,team-id,gol-done,gol-received,win,lost,draw
Bosnia and Herzegovina,139,34,14,6,2,2
Tunisia,123,10,25,2,6,1
Italy,155,5,5,1,2,0
Switzerland,142,18,13,4,2,0
Egypt,90,3,14,0,4,1
Gambia,94,2,3,0,1,0
Sierra Leone,117,6,10,1,2,0
Ghana,96,26,11,5,0,3
Costa Rica,3,21,15,4,3,3
Honduras,8,6,10,1,1,2
Cuba,4,3,4,0,1,0
Suriname,28,4,7,0,3,1
Belgium,138,13,18,4,4,1
France,149,23,20,4,5,1
Brazil,22,42,20,11,4,1
Mexico,11,14,13,2,3,2
Argentina,18,33,18,10,3,1
Spain,146,19,12,5,3,0
Chile,20,16,34,2,8,2
Germany,144,28,14,8,4,0
Austria,137,16,14,5,3,0
Ireland,154,18,25,3,6,0
Netherlands,164,15,18,3,4,1
Bulgaria,140,12,14,4,3,0
United Kingdom,150,27,14,4,2,2
Cameroon,85,17,8,3,0,1
Djibouti,88,2,9,0,1,0
Central African Republic,83,3,4,0,1,0
Mali,105,14,15,4,2,0
Gabon,93,4,5,0,1,0
Burkina Faso,80,6,10,1,1,0
Ivory Coast,84,5,5,1,1,0
Benin,81,2,3,0,1,0
Republic of Congo,87,7,7,1,1,0
Madagascar,104,6,1,1,0,0
Indonesia,42,20,8,4,1,1
Malaysia,59,0,5,0,1,2
Togo,122,3,4,0,1,1
Nigeria,111,17,19,2,4,4
Portugal,167,4,8,1,2,0
Czech Republic,143,15,3,5,1,0
Poland,166,11,15,2,2,1
India,43,2,5,0,1,2
Denmark,145,15,9,3,2,0
Sweden,173,13,4,5,1,0
Russia,168,14,5,4,1,0
Hungary,153,13,7,3,1,2
Romania,169,0,5,0,2,0
Norway,165,15,12,3,3,0
Uruguay,29,8,9,3,1,1
Iraq,46,4,4,1,1,0
Turkey,73,5,4,1,1,0
Iceland,156,0,9,0,2,0
Finland,148,6,18,0,5,0
Greece,151,2,10,0,2,0
Paraguay,26,4,12,0,5,0
Peru,27,1,3,0,1,0
Pakistan,62,12,15,1,3,1
Thailand,69,0,7,0,1,0
South Korea,52,19,6,6,0,3
Guatemala,7,7,8,0,1,2
New Zealand,132,7,2,2,0,0
Trinidad and Tobago,16,5,3,1,0,3
Guinea,95,1,4,0,1,0
Mongolia,58,3,19,0,3,0
China,38,11,4,3,0,0
North Korea,64,13,3,2,1,0
Uganda,124,5,1,2,0,1
Kenya,98,10,2,2,0,1
Israel,45,13,6,3,1,1
Taiwan,74,2,2,1,2,0
Luxembourg,159,0,9,0,1,0
Morocco,100,5,6,1,2,0
Japan,48,1,2,0,1,0
United States of America,17,3,6,0,1,1
Cyprus,40,2,7,0,1,1
Ecuador,24,3,11,0,2,0
