team,team-id,gol-done,gol-received,win,lost,draw
Guinea,95,5,1,2,1,0
Iraq,46,27,6,8,1,3
Tunisia,123,9,4,3,0,3
Suriname,28,12,8,2,2,0
Cuba,4,10,4,3,0,1
Canada,2,3,26,0,5,0
Libya,97,4,7,1,3,0
Kuwait,53,4,3,1,0,1
Mali,105,7,6,2,2,0
Nigeria,111,9,11,5,3,2
Cameroon,85,6,10,2,3,1
Malawi,108,33,20,8,3,4
Liberia,101,2,1,1,1,0
Jamaica,10,4,4,2,2,0
Haiti,9,8,7,3,3,1
Senegal,116,4,4,2,2,1
Spain,146,6,4,1,0,3
Italy,155,19,4,5,1,3
Norway,165,8,18,1,5,0
Burkina Faso,80,5,4,1,1,0
Niger,110,1,4,0,1,0
Greece,151,10,8,2,2,2
Morocco,100,0,0,0,0,1
Brazil,22,18,5,6,1,0
Portugal,167,8,10,3,3,2
United Kingdom,150,19,7,5,1,3
Germany,144,31,15,9,4,4
Puerto Rico,14,1,2,0,1,0
Thailand,69,17,34,5,10,3
Indonesia,42,25,24,7,6,1
Luxembourg,159,5,19,0,4,0
Austria,137,9,8,2,3,2
Malaysia,59,13,15,5,6,3
South Korea,52,48,15,16,4,1
Turkey,73,5,16,1,3,3
Romania,169,18,13,1,0,9
Ghana,96,10,4,3,1,1
France,149,6,4,2,2,2
Hungary,153,16,12,3,3,2
Bulgaria,140,8,2,2,1,2
Poland,166,33,9,7,1,2
United States of America,17,1,32,0,6,0
Republic of Congo,87,11,12,3,4,1
Ivory Coast,84,4,10,1,4,2
Czech Republic,143,18,5,4,0,5
Cyprus,40,1,18,0,7,0
Qatar,66,5,8,2,3,1
Russia,168,13,5,5,1,1
Saudi Arabia,67,13,8,3,4,1
Afghanistan,31,3,18,0,5,1
Panama,13,11,10,2,3,3
Algeria,89,1,6,0,2,0
Ireland,154,13,10,5,5,1
Bosnia and Herzegovina,139,9,3,4,1,0
Sweden,173,13,8,4,2,2
Togo,122,3,1,1,1,0
Belgium,138,3,2,2,1,1
Netherlands,164,9,8,2,3,1
Switzerland,142,6,11,1,4,2
Denmark,145,4,12,1,4,1
Finland,148,4,12,0,4,1
Lebanon,55,0,1,0,1,0
China,38,34,20,7,4,3
Equatorial Guinea,103,2,6,0,1,0
Iceland,156,8,5,2,2,1
Uruguay,29,8,8,4,3,0
Chile,20,8,10,1,4,1
Kenya,98,20,16,6,1,3
Ethiopia,92,1,2,0,1,0
Gambia,94,0,1,0,1,0
Paraguay,26,8,9,3,4,1
Costa Rica,3,4,9,1,1,1
Uganda,124,4,6,1,3,1
Japan,48,15,12,4,5,1
North Korea,64,7,4,3,1,1
Brunei,36,1,10,0,1,0
Ecuador,24,11,13,2,5,1
Peru,27,18,14,8,4,1
Zambia,127,6,6,1,3,1
Bolivia,19,6,13,2,5,0
Argentina,18,29,8,5,2,1
Mozambique,106,4,5,2,1,0
Sudan,114,5,6,2,2,1
Egypt,90,14,4,5,0,0
Colombia,21,11,5,6,3,0
New Zealand,132,10,8,2,1,3
Fiji,130,1,7,0,2,0
Bangladesh,35,3,28,0,5,1
Venezuela,30,1,26,0,4,0
Mexico,11,13,6,3,3,1
Guatemala,7,0,2,0,1,0
New Caledonia,131,16,4,4,1,0
Vanuatu,135,4,3,1,1,0
Papua New Guinea,133,3,12,0,3,0
Australia,129,1,0,1,0,0
Solomon Islands,134,0,4,0,1,0
Iran,44,1,2,0,1,0
Israel,45,1,0,1,0,0
Guyana,25,1,2,0,1,0
Yemen,77,1,5,1,1,0
Palestine,65,0,1,0,1,1
United Arab Emirates,32,0,8,0,2,0
Swaziland,120,0,2,0,1,1
Syria,68,3,8,1,3,0
