team,team-id,gol-done,gol-received,win,lost,draw
Portugal,167,2,3,0,1,0
Argentina,18,37,14,8,2,1
Paraguay,26,1,7,0,2,0
Brazil,22,11,23,1,4,2
Kenya,98,3,6,0,1,0
Uganda,124,6,3,1,0,0
Chile,20,5,10,0,3,0
Italy,155,7,5,2,0,2
Switzerland,142,1,9,0,3,1
Uruguay,29,11,11,3,1,1
Belgium,138,9,5,1,1,0
Netherlands,164,9,14,1,2,0
Hungary,153,12,6,3,0,5
Luxembourg,159,5,4,1,0,0
Romania,169,9,17,1,3,1
Bosnia and Herzegovina,139,8,6,2,1,2
Croatia,152,6,2,2,1,1
Germany,144,38,17,5,3,2
Israel,45,5,1,1,0,0
Lebanon,55,1,5,0,1,0
Bulgaria,140,4,11,0,2,0
Slovakia,171,4,2,1,1,0
Japan,48,14,0,3,0,0
China,38,0,6,0,1,0
Philippines,63,0,1,0,1,0
Estonia,147,3,4,1,1,1
Latvia,160,5,6,1,2,0
Lithuania,158,7,5,2,1,1
Finland,148,2,21,0,3,0
Sweden,173,12,6,2,0,2
Denmark,145,4,5,0,1,2
Cuba,4,1,1,0,0,1
Puerto Rico,14,1,1,0,0,1
