team,team-id,gol-done,gol-received,win,lost,draw
Paraguay,26,11,14,1,3,0
Argentina,18,46,30,9,3,2
Chile,20,15,5,4,1,1
Ecuador,24,9,27,0,5,1
Bolivia,19,3,16,0,4,2
Brazil,22,31,12,7,2,0
Colombia,21,7,25,1,4,1
Uruguay,29,18,14,3,4,1
Portugal,167,4,7,0,2,1
Spain,146,6,4,1,0,1
Switzerland,142,12,5,4,0,1
France,149,4,9,0,3,1
Uganda,124,11,1,2,0,0
Kenya,98,1,4,0,1,0
Luxembourg,159,4,1,1,0,0
Belgium,138,3,5,1,1,0
United Kingdom,150,3,5,0,1,1
Sweden,173,33,11,6,1,0
Denmark,145,14,13,2,3,0
Latvia,160,3,7,0,1,0
Lithuania,158,11,7,2,1,0
Hungary,153,14,4,3,0,0
Austria,137,6,8,1,2,0
Norway,165,3,19,0,3,0
Suriname,28,13,2,3,0,0
Guyana,25,2,13,0,3,0
Finland,148,3,13,0,2,0
Estonia,147,4,4,1,1,0
Romania,169,2,7,0,1,0
Italy,155,4,4,0,0,1
