team,team-id,gol-done,gol-received,win,lost,draw
Hungary,153,34,14,5,3,1
Luxembourg,159,3,11,0,3,0
Israel,45,1,4,0,2,0
Greece,151,5,12,2,1,0
France,149,17,13,3,3,0
Belgium,138,16,26,2,4,2
Portugal,167,3,4,1,2,1
Spain,146,0,1,0,1,0
Germany,144,19,17,3,2,4
Switzerland,142,18,20,5,4,3
Netherlands,164,20,13,2,2,2
Haiti,9,9,2,3,0,0
Jamaica,10,2,9,0,3,0
Poland,166,24,25,1,5,3
Ireland,154,10,19,3,3,1
Bulgaria,140,1,12,0,2,0
Guyana,25,7,7,1,2,1
Trinidad and Tobago,16,8,6,3,2,1
Czech Republic,143,29,16,5,3,2
Bosnia and Herzegovina,139,10,14,2,2,3
United Kingdom,150,24,12,4,3,0
Romania,169,8,17,0,4,2
Italy,155,24,6,8,0,0
Latvia,160,13,7,4,0,3
Lithuania,158,3,11,0,4,1
Norway,165,19,12,4,2,2
Estonia,147,7,8,2,3,1
Brazil,22,14,11,3,1,1
Cuba,4,5,12,1,1,1
Indonesia,42,2,15,0,2,0
Sweden,173,26,25,4,5,1
Finland,148,10,18,3,3,0
Argentina,18,4,2,2,0,0
Uruguay,29,2,4,0,2,0
Denmark,145,4,6,0,2,2
Suriname,28,8,20,2,6,0
Bolivia,19,8,4,3,0,1
Ecuador,24,10,15,2,2,1
Colombia,21,6,8,1,3,0
Peru,27,15,4,3,0,0
Venezuela,30,4,12,0,4,0
Australia,129,18,16,3,1,1
India,43,16,18,1,3,1
Kenya,98,1,3,0,1,0
Uganda,124,3,1,1,0,0
