team,team-id,gol-done,gol-received,win,lost,draw
Argentina,18,22,7,7,0,2
Chile,20,8,8,2,3,0
Portugal,167,3,7,0,1,1
Spain,146,10,5,2,0,1
Peru,27,7,10,1,4,2
Ecuador,24,1,21,0,4,0
Uruguay,29,10,1,3,1,0
Uganda,124,3,4,0,1,0
Kenya,98,4,3,1,0,0
Germany,144,34,11,6,2,1
Switzerland,142,7,10,1,3,0
Bosnia and Herzegovina,139,1,1,0,0,1
Hungary,153,3,9,1,1,1
Panama,13,11,16,1,2,1
Costa Rica,3,23,5,4,0,0
Nicaragua,12,5,29,0,4,0
El Salvador,15,15,8,2,1,1
Romania,169,4,6,1,1,0
Croatia,152,6,7,1,1,0
Afghanistan,31,1,3,0,1,0
India,43,3,2,1,1,0
Iran,44,1,0,1,0,0
Sweden,173,7,6,1,1,1
Denmark,145,5,4,1,0,2
Slovakia,171,4,12,0,3,0
Finland,148,0,6,0,1,0
