team,team-id,gol-done,gol-received,win,lost,draw
Pakistan,62,8,13,4,5,0
Sri Lanka,56,12,29,4,7,2
Afghanistan,31,2,24,1,6,0
Bangladesh,35,11,10,4,3,2
Nepal,60,8,49,2,9,0
Bhutan,37,6,37,1,9,1
India,43,17,13,4,3,2
Jamaica,10,25,22,7,9,3
El Salvador,15,13,19,5,7,3
Guatemala,7,15,14,4,5,5
United States of America,17,28,10,10,4,2
Canada,2,10,25,2,7,0
Uganda,124,18,13,6,3,7
Algeria,89,17,8,6,2,4
Finland,148,19,15,7,4,3
Ghana,96,18,14,3,4,3
Benin,81,16,19,6,5,2
United Arab Emirates,32,23,17,5,3,5
Norway,165,10,13,4,7,3
Oman,61,37,8,10,2,2
Cyprus,40,8,21,1,6,2
Greece,151,16,7,8,0,3
Trinidad and Tobago,16,15,24,4,8,3
Honduras,8,19,22,4,9,5
Argentina,18,27,11,9,1,3
Mexico,11,14,9,5,4,6
Uruguay,29,32,21,7,2,4
Iran,44,21,9,6,3,1
Croatia,152,19,9,7,2,3
Macedonia,161,12,16,2,5,3
Ecuador,24,10,10,4,3,3
Estonia,147,11,22,4,10,2
Panama,13,8,10,3,5,1
Cameroon,85,5,5,4,3,2
Ivory Coast,84,14,7,4,3,0
Costa Rica,3,23,16,10,6,1
Nicaragua,12,1,11,1,4,0
Albania,136,20,20,4,6,1
Vietnam,75,8,18,3,4,0
Belgium,138,16,10,5,1,2
Bulgaria,140,16,4,7,1,2
Hungary,153,17,13,3,6,1
China,38,7,10,2,4,2
Brazil,22,21,14,8,4,5
Poland,166,32,15,10,3,2
Russia,168,14,11,4,3,3
Egypt,90,29,10,10,2,0
Denmark,145,20,11,6,1,3
United Kingdom,150,20,11,8,2,1
Australia,129,6,4,2,1,0
France,149,40,6,13,1,0
Czech Republic,143,30,6,8,0,1
Georgia,41,9,12,2,4,2
Moldova,163,9,20,3,5,2
Guinea,95,12,6,5,2,1
Mali,105,13,1,8,0,1
Israel,45,11,12,3,3,4
Armenia,33,5,14,2,5,0
Italy,155,21,5,9,1,1
Portugal,167,24,10,7,2,3
Latvia,160,15,16,6,5,2
Lithuania,158,13,18,3,7,1
Libya,97,22,14,4,4,1
Kazakhstan,49,5,11,0,4,1
Colombia,21,9,16,3,7,7
Morocco,100,8,2,6,2,2
Senegal,116,10,5,5,3,1
Netherlands,164,23,9,6,2,3
Ireland,154,17,16,7,7,5
Romania,169,17,11,5,2,3
Slovakia,171,16,9,4,3,3
Republic of Serbia,170,13,19,2,6,2
Azerbaijan,34,8,17,1,4,2
Slovenia,172,16,15,4,3,3
Switzerland,142,14,13,3,3,2
Spain,146,26,6,8,1,2
Germany,144,15,11,5,3,3
Tunisia,123,10,5,5,1,3
Sweden,173,32,12,8,5,1
Turkey,73,21,21,6,5,5
Ukraine,174,8,11,2,4,4
Bosnia and Herzegovina,139,9,5,4,1,2
Gambia,94,7,9,2,4,1
Nigeria,111,14,13,5,3,1
Qatar,66,16,22,3,5,7
Thailand,69,19,15,5,4,2
North Korea,64,10,21,1,5,5
Taiwan,74,13,6,3,2,0
Mongolia,58,7,25,2,4,1
Madagascar,104,9,27,1,8,2
Malawi,108,11,22,1,7,6
Republic of Congo,87,28,19,10,2,8
Peru,27,25,17,6,5,4
Haiti,9,18,18,4,5,0
Sudan,114,21,14,5,4,5
Niger,110,3,12,2,4,1
Botswana,82,12,10,3,4,5
Lesotho,99,13,18,4,5,4
Cuba,4,14,17,6,5,1
Guyana,25,3,5,0,2,1
Kenya,98,30,19,8,4,8
Rwanda,112,17,21,4,5,6
Burundi,79,4,17,0,5,2
Kyrgyzstan,50,9,2,3,1,0
Zimbabwe,128,29,14,10,3,3
Bolivia,19,9,16,3,5,0
Swaziland,120,13,29,3,8,2
Brunei,36,1,6,0,1,1
East Timor,72,2,3,0,1,0
Mozambique,106,7,9,3,3,2
Zambia,127,15,7,5,1,4
Equatorial Guinea,103,7,13,3,5,0
Laos,54,3,9,1,2,1
Austria,137,14,13,3,4,1
Burkina Faso,80,13,6,5,3,3
Paraguay,26,15,15,6,4,4
Japan,48,15,12,5,5,5
Angola,78,17,12,4,3,3
Belarus,141,10,17,3,4,1
Luxembourg,159,3,20,0,8,1
Togo,122,13,6,4,2,1
Gabon,93,23,15,5,5,5
Mauritania,107,3,15,1,4,2
South Korea,52,35,10,7,6,2
Iceland,156,8,10,3,3,2
Sierra Leone,117,3,5,1,3,2
South Africa,126,15,10,6,4,1
Venezuela,30,15,15,6,5,1
Chad,121,6,5,2,2,1
Namibia,109,4,13,1,5,1
Chile,20,10,11,4,4,2
Eritrea,91,4,13,1,6,1
Ethiopia,92,4,7,2,3,1
Liberia,101,5,6,2,4,0
Uzbekistan,76,21,12,5,2,3
Saudi Arabia,67,35,3,8,1,2
Fiji,130,31,2,6,0,1
Central African Republic,83,3,6,1,3,1
New Zealand,132,3,17,0,5,1
Papua New Guinea,133,15,12,1,3,1
Solomon Islands,134,19,7,3,1,1
Greenland,6,22,5,3,2,0
Vanuatu,135,23,3,3,0,3
New Caledonia,131,29,3,4,1,1
Iraq,46,24,15,6,4,3
Lebanon,55,6,14,2,6,2
Syria,68,25,11,3,3,3
Jordan,47,13,9,5,2,1
Kuwait,53,21,15,7,2,3
Yemen,77,23,33,3,6,2
Palestine,65,3,11,0,4,2
Malaysia,59,10,13,1,3,3
Indonesia,42,10,14,3,2,2
Turkmenistan,71,20,2,5,0,2
Tajikistan,70,7,5,4,2,2
Somalia,119,0,7,0,2,0
The Bahamas,1,0,6,0,1,0
